title,salary,city,job,publish_date,requirements,responsibilities,schedule,experience,employment,url
Senior Brand Manager,,Тараз,ТОО АНКОР Центральная Азия,,"Are you ready to become the architect of a brand, shaping strategies, driving innovation, and inspiring teams to achieve excellence? This role is for you. What you’ll do: Develop a 3-year strategy and Brand Vision Plan. Lead innovation and product development from concept to launch. Create integrated marketing campaigns and ensure the “Golden Thread” across all communications. Conduct market insights and competitive analysis to stay ahead. Collaborate cross-functionally and support regional teams. Manage financial performance: NOPAT, EBITDA, ROMI. We value a consumer-centric culture, best-in-class marketing practices, and a passion for building competitive advantage. 📍 Location: Almaty 📩 Interested? Reach out to us or apply via [link to the vacancy].",,,более 6 лет,,https://almaty.hh.kz/vacancy/132655414
Kazakhstan Sales Manager,,Атырау,Weatherford Kazakhstan,,"Job Overview: Our Kazakhstan Sales Manager drives and supports revenue and profit growth by establishing and maintaining relationships and connectivity with clients at senior levels within their organization. You will also continue the development and execution of strategic account plans which are aligned with global, regional and local sales and marketing strategies. Responsibilities: Manage an assigned customer base comprising local E&P operators in Kazakhstan. Take full ownership of the end-to-end sales lifecycle, ensuring accountability for delivering results and fulfilling all responsibilities. Develop and execute the Sales Plan for the assigned territory, including clear communication to stakeholders and effective planning of resources and activities to achieve annual and quarterly targets. Drive the consistent and effective use of business systems and opportunity management processes. Lead the tender development and response process, ensuring availability of all required resources to deliver high-quality submissions. Coordinate with relevant stakeholders to manage proposal development and timely submission to customers. Ensure alignment of commercial and technical aspects of proposals, including responsibility for budget considerations and coordination with Technical Sales to address client specifications. Focus on delivering customer value by promoting Weatherford products and services, with the objective of meeting and exceeding revenue targets. In collaboration with Technical Sales and Sales VP/Director, lead commercial negotiations, including contract extensions. Ensure all business systems are updated accordingly and liaise with Legal as required for contract drafting and review. Gather, analyze, and disseminate market intelligence, including customer operational forecasts, project timelines, and tender plans. Collect and communicate customer feedback on Weatherford products and services to support continuous improvement. Develop and implement strategic initiatives to strengthen Weatherford’s market position by understanding customer and industry objectives, challenges, and aligning them with core capabilities. Monitor business risks and ensure appropriate mitigation strategies are in place. Upon receipt of tender results, organize debriefs in case of unsuccessful outcomes or communicate wins to key stakeholders, ensuring all relevant systems are updated. Coordinate and facilitate contract handover processes with key stakeholders, including preparation of contract summary documentation. Review contract performance regularly and ensure all critical issues are escalated to management as appropriate. Qualifications: 8 years of industry experience including a minimum of 4 years in industry sales. BSc in technical discipline Skills: Ability to demonstrate that they are commercially astute and have a good understanding of tenders, contracts, negotiations, high margin / profitability achievement as well as the requirements for high quality customer service Excellent customer relationship skills. Sufficient business acumen to enable opportunity evaluation and effective prioritization Must be a team player with good communication skills, both verbal and written Ability to manage simultaneous projects under tight schedules, relaxed under pressure Familiarity with the latest developments in sales management techniques Advanced English proficiency Technical knowledge of oilfield services is essential",,,более 6 лет,,https://almaty.hh.kz/vacancy/132213134
General/Full-Stack QA - specialist,,,Innovate soft development,,"Join a fast-growing cybersecurity company specialising in world-class privacy and security solutions. Operating as a fully remote global team, we are on a mission to protect digital lives and ensure anonymity for millions worldwide. We are vocal advocates for civil rights, digital freedom, and an uncensored online culture. We are looking for an experienced General/Full Stack QA who thrives on solving complex challenges and is ready to make a massive impact on a high-traffic product at the intersection of security, massive scale, and digital freedom. What we are looking for: Experience of at least 4 years in QA with a focus on automated with Playwright + TS/JS. Mandatory IT Education. Strong skills in automated and manual testing of web apps, sites. Confident use of DevTools, Figma, Project management platforms, Test management platforms. Good understanding of the theoretical foundations of the testing process and the ability to apply them in practice. Ability to write and work with test documentation. Communication with developers, team leads, product managers. Proactive QA with Focus on Observability. Analytical thinking and a desire to understand complex systems. What you will do: Writing auto-tests (Playwright + TS/JS). Skills in manual testing of web applications and websites. Desire to develop in automation (Playwright + TS/JS). Perform: functional, integration, and regression testing. Analysis of found defects, ability to correctly format them, and control corrections. Close interaction with web developers and product managers to ensure product quality. Nice to Have: Skills in creating AI agents. Experience with automation in other frameworks. Experience with WordPress. Experience with Docker and setting up CI/CD processes would be a plus. Knowledge of additional programming languages besides JS or TS. Understanding of the principles of network operation, VPN, and proxy. Experience in testing extension applications. What We Offer Build personal AI agents using our premium infrastructure. Absolute freedom to work from any location. (GMT+1– GMT+5) Internal R&D opportunities. Paid time off and sick leave. Direct impact on a massive, world-class B2C product. A collaborative environment with some of the best minds. Hardware upon completion of your probation. If this sounds like you, we’ve been waiting for you! Let’s build the future of digital freedom together.",,,3–6 лет,,https://almaty.hh.kz/vacancy/132809019
Product Manager,,Алматы,ТОО Freedom Media,,"Freedom Media — динамично развивающаяся компания в сфере цифровых развлечений. Мы строим национальную стриминговую платформу и онлайн-кинотеатр нового поколения - сервис, который объединит лучшие технологии, контент и пользовательский опыт. Сейчас мы ищем Product Manager, который станет частью команды и поможет развивать продуктовое направление. Что тебя ждет: Управление и улучшение ключевых продуктовых метрик. Формирование, развитие и управление продуктовыми командами. Взаимодействие с ключевыми стейкхолдерами, вендорами и внутренними подразделениями для достижения целей компании. Анализ рынка, целевой аудитории и конкурентов, поиск новых возможностей для роста продукта. Формирование и управление backlog и roadmap продуктового направления. Участие в построении, оптимизации и согласовании бизнес-процессов. Подготовка отчетности и материалов по продукту для внутреннего и внешнего использования. Подготовка и проведение презентаций для команды, стейкхолдеров и партнеров. Ведение проектов и проектной документации при работе с внешними партнерами. Выстраивание эффективного взаимодействия с командой разработки, UXR и продуктовым аналитиком. Подготовка и согласование БФТ для доработки и развития платформы. Разработка и актуализация тарифной политики продукта. Участие в разработке и реализации маркетинговых кампаний и промо-активностей. Взаимодействие с клиентским сервисом компании, обеспечение сбора обратной связи и повышения качества обслуживания. Что нужно от тебя: Отличные коммуникативные навыки и умение находить общий язык с командой и партнерами. Владение английским языком на уровне B1 и выше. Готовность работать в режиме многозадачности и брать ответственность за результат. Умение принимать решения, опираясь на данные и рациональный анализ. Гибкое мышление и высокая адаптивность к динамичному бизнес-ландшафту. Глубокое понимание современных трендов медиа-технологий. Опыт работы 3+ лет на позиции Product Manager в сфере IT или Telecom (опыт с OTT-сервисами будет большим преимуществом). Уверенное владение инструментами Jira, Asana, Confluence, Miro. Мы предлагаем: Участие в создании национальной стриминговой платформы с нуля. Возможность влиять на стратегию и продуктовые решения. Работу в амбициозной команде, которая строит экосистему будущего. Конкурентное вознаграждение и условия, соответствующие уровню кандидата.",,,3–6 лет,,https://almaty.hh.kz/vacancy/131870980
Senior Product Manager,,Алматы,ТОО Jana Post,,"от 4 лет опыта в роли Senior Product Manager / Product Owner / Head of Product; Опыт ведения сложных B2B/B2C продуктов и интеграций с внешними IT- и операционными партнёрами; Практический опыт построения бизнес-процессов: fulfilment, last-mile, returns, customs; Понимание логистических моделей: first mile / middle mile / last mile / cross-border; Сильная аналитика: юнит-экономика, формализация требований, оптимизация процессов; Знание Agile/Scrum, опыт управления сложными IT-разработками; Владение Jira, Confluence, Notion, Miro; Желательно опыт в логистике, e-commerce, маркетплейсах или финтех-интеграциях;","Формирование продуктового видения в связке со стратегическими целями компании; Анализ рынка, конкурентной среды и трендов в логистике, курьерской доставке, last-mile, cross-border и маркетплейсах (e-commerce, C2C, B2C, B2B); Управление ключевыми бизнес-метриками: P&L, GMV, CAC, Retention, NPS, OPEX, эффективность операций; Полный цикл разработки: от концепции, бизнес-требований и процессной модели — до запуска и масштабирования; Проработка и формализация требований: BRD/PRD, User Stories, BPMN-схемы, SLA, KPI; Анализ данных, проведение A/B-тестов, поиск точек роста: конверсия, повторные заказы, монетизация; Участие в улучшении UX/UI как части бизнес-логики продукта; Взаимодействие с внутренними командами (IT, Operations, Marketing, Finance, Legal); Постоянная коммуникация с клиентами и бизнес-партнёрами (курьерские службы, логистические операторы, таможенные и интеграционные сервисы); Сбор обратной связи, анализ поведения пользователей и операционных данных для улучшения продукта;",,3–6 лет,,https://almaty.hh.kz/vacancy/132581191
Менеджер по продуктам Smart Home,,Алматы,ТОО Freedom Telecom Operations,,"Опыт Product Manager / Product Owner 2-5 лет в B2C (телеком, IoT, e-commerce, consumer electronics, экосистемы). Опыт запуска физического продукта или связки “железо + приложение + сервис” (устройства, подписки, доставка/сервис). Понимание IoT-домена на пользовательском уровне: типовые устройства, сценарии, ограничения домашней сети, Wi-Fi, BLE, Zigbee/Thread (как плюс), камеры и видео (как плюс). Понимание delivery: декомпозиция, требования, релизы, приемка, управление зависимостями. Data-driven и финансовая логика: KPI, воронки, unit-экономика, прайсинг, оценка эффектов. Формат работы: офис, Алматы. Удаленка не предусмотрена. Знание языков: казахский, русский, английский.","Формирование и развитие B2C-направления умного дома: позиционирование, сегменты, ценность, roadmap, приоритизация. Проработка продуктовой линейки устройств и сервисов: камеры, датчики, хаб, сирена, умные розетки, сценарии безопасности и комфорта, подписки и сервисные пакеты. Проектирование клиентских сценариев в Freedom SuperApp: подключение устройства, онбординг, управление домом, уведомления, роли пользователей, семейный доступ, гостевой доступ. Совместная работа с командами SuperApp: требования, backlog, приемка фич по сценариям. Go-to-market: упаковка предложения, комплекты устройств, промо, ценообразование, каналы продаж, обучение фронта и поддержки. Операционная модель: доставка/самовывоз, установка (DIY и с монтажом где нужно), гарантия, возвраты, ремонт, замены, support L1/L2, база знаний. Управление качеством: стабильность устройств, связность, latency, качество видео, инциденты, работа с обратной связью и улучшениями. Финмодель направления: unit-экономика устройств и подписок, маржинальность, CAC, LTV, окупаемость, контроль KPI. Работа с внешними партнерами и вендорами устройств: требования к продукту, пилоты, контроль качества, план поставок, совместные запуски.",,3–6 лет,,https://almaty.hh.kz/vacancy/132273979
"Manager (Analyst), Corporate Banking Department",,Алматы,АО Исламский Банк ADCB,,"Responsibilities: Cooperation with team of RMs servicing Banking clients; Preparation and revision of financial analysis part of credit applications in a timely manner with ability to deliver financial data analysis as well as cross factors dependencies analysis; Performing monitoring and control of existing facilities by way of quarterly monitoring of borrowers' financial standing, monthly monitoring of covenants compliance and annual review of existing facilities (financial part and non-financial part), monthly notification of expiration of borrowers' insurance and valuation; Presentation of corporate credit proposals to the Credit Committee; Preparation of monthly management reports on the Bank's Corporate Portfolio and other issues related to Corporate Banking; Conducting regular financial monitoring of corporate clients, industry analysis; Good organization of and entrusted function to ensure their proper execution in a timely and correct manner; Effective communication with Corporate Clients on various matters including receipt and submission of information; Collect data necessary for the analysis in all available sources; Share best practice with colleagues; Take initiative in solving challenging tasks; Continually reassessing the operational risks associated with the role and inherent in the business, taking account of changing economic or market conditions, legal and regulatory requirements, operating procedures and practices, management restructurings, and the impact of new technology; Ensure compliance with internal and regulatory requirements; Addressing any areas of concern in conjunction with line management and/or appropriate department. Requirements: English proficiency – advanced or higher; CFA/ACCA/FRM charter holder or high level of completion; Advanced skills in MS Excel, MS Visio, MS Project, MS PowerPoint; Good understanding of IFRS reporting (ability to analyze/compile); Knowledge of accounting principles and strong financial analysis skills; Higher education Bachelor or Master Degree in Finance, Economic, Accounting; Experience in corporate banking at least 3 years, experience in audit and/or advisory will be considered as well; Knowledge of corporate banking products and services; Customer-oriented, self motivated, capable of rapid decision making, persistent, organized; Ability to work in a team, disciplined, communication skills. Conditions: Full-time job Office in Esentai Tower, Almaty Medical Insurance Vacation of 25 business days (equivalent to 35 calendar days) Health & Education Allowance 2-hrs Juma break on Fridays Friendly and comfortable atmosphere Interesting corporate life Recruitment process: Our recruitment process usually includes, but is not limited to, the following steps: 1 Step – Submitting a resume 2 Step – Сase study in written form to be done at home 3 Step – First interview with Credit Analysis team and HR Recruitment 4 Step – Second interview with Head of Corporate Business and HR Director 5 Step – Hiring Decision These steps and processes may differ depending on the position requirements.",,,3–6 лет,,https://almaty.hh.kz/vacancy/131819248
Head of Product,,Алматы,ТОО Коркем Телеком,,"Высшее образование (IT / экономика / менеджмент) Опыт работы от 8 лет, в Product — от 5 лет Опыт управления командой от 3 лет Опыт управления портфелем продуктов Знание unit-экономики, P&L, ROI Опыт работы с Discovery и продуктовыми гипотезами Понимание Agile/Scrum/Kanban и SDLC Опыт работы с B2B/B2G продуктами обязателен Будет преимуществом: Опыт в Smart City / AI / GovTech MBA или профильное обучение в Product Management",Управление портфелем продуктов: Синхронизация продуктовых стратегий с целями компании Формирование и управление roadmap портфеля Координация продуктовых команд и управление зависимостями Развитие единой продуктовой экосистемы Управление экономикой продуктов: Контроль P&L по продуктам Управление unit-экономикой и маржинальностью Анализ ROI/Payback и участие в принятии инвестиционных решений Управление Discovery: Внедрение и развитие процесса Discovery Формирование и валидация продуктовых гипотез Принятие решений (Go / Pivot / Kill) на основе данных Развитие data-driven подхода Управление Delivery: Контроль реализации roadmap Оптимизация Time-to-Market Выстраивание эффективного взаимодействия Product и Delivery команд,,более 6 лет,,https://almaty.hh.kz/vacancy/132650487
Менеджер продукта,от 600 000 до 800 000 ₸ за месяц,Астана,ИП АКИМЖАНОВ С.А,,"Мы — IT-холдинг, создающий экосистему «автономного бизнеса». Мы разрабатываем мультиагентную платформу, которая объединяет корпоративные коммуникации, юридически значимый документооборот и автоматизацию учета в единый цифровой центр управления. Твоя миссия: Стать архитектором продукта, который избавит бизнес от операционного хаоса, объединив внешние государственные и учетные системы в один интуитивно понятный интерфейс. Что ты будешь делать: Управление жизненным циклом продукта: от анализа болей B2B-клиентов до внедрения инновационных фич. Интеграционная стратегия: проектирование логики взаимодействия нашей платформы с государственными базами данных и ERP-системами. Проектирование UX: создание бесшовного пути пользователя в мобильных и десктопных интерфейсах. Методология автоматизации: разработка алгоритмов автоматического распознавания и разноски данных в финансовые модули. Roadmap: приоритизация бэклога для кросс-функциональной команды разработки. Мы ждем от тебя: Опыт запуска или развития B2B SaaS продуктов (финтех, ЭДО или HR-tech будет преимуществом). Понимание регуляторной среды Казахстана (цифровая подпись, требования к хранению данных). Способность переводить сложные бизнес-требования на язык технических спецификаций для Backend и ERP разработчиков. Опыт работы с распределенными системами и понимание принципов API-first дизайна. Что мы предлагаем: Работа над амбициозным проектом на стыке AI и автоматизации управления. Минимум формализма — максимум фокуса на создании ценности для бизнеса. Возможность реализовать собственное видение продукта, который меняет правила игры на рынке РК.",,,3–6 лет,,https://almaty.hh.kz/vacancy/131936364
Продакт-менеджер / Бизнес-аналитик (IT),от 300 000 ₸ за месяц,Астана,ТОО Центр устойчивого развития столицы,,"-Желателен опыт работы продакт-менеджером, бизнес-аналитиком или project-менеджером в ИТ от 2 лет -Понимание жизненного цикла разработки ПО -Опыт работы с заказчиками (выявление и формализация требований) -Навыки описания бизнес-процессов и подготовки ТЗ -Опыт постановки задач разработчикам и контроля их выполнения -Навыки проведения встреч и деловой коммуникации -Опыт работы с Jira / Bitrix24 / аналогичными системами -Системное мышление и умение структурировать информацию -Умение работать в условиях многозадачности","-Ведение проекта по развитию и сопровождению ИТ-системы -Организация и проведение встреч с заказчиком (сбор, уточнение и согласование требований) -Построение и поддержание регулярной коммуникации с заказчиком -Анализ и описание бизнес-процессов (AS-IS / TO-BE) -Формирование требований: ТЗ, user stories, постановка задач в разработку -Координация работы команды разработки (backend, frontend, mobile) -Планирование задач, контроль сроков и приоритетов (backlog management) -Ведение протоколов встреч и контроль исполнения решений -Участие в тестировании и приемке функционала -Наполнение системы контентом и настройка бизнес-логики -Сбор обратной связи и формирование предложений по развитию продукта",,1–3 года,,https://almaty.hh.kz/vacancy/131958850
Logistics Manager (Warehouse),,Алматы,ТОО Defacto Retail Store Kz,,"Responsibility: Lead and manage all warehouse operations in Kazakhstan, covering B2B and B2C fulfillment, as well as transportation and distribution processes. Support actively the implementation of the in-house WMS, Develop, implement, and continuously improve logistics and supply chain processes to support both short- and long-term business objectives. Manage relationships and performance of 3PL partners, ensuring service quality, operational efficiency, and SLA compliance. Oversee inbound and outbound warehouse operations, ensuring inventory accuracy (physical and system), and reliable operational and financial data flow. Lead and coach local logistics teams, ensuring daily operational excellence, issue resolution, and achievement of KPIs. Monitor and control logistics budgets, analyze cost trends, and take proactive actions to optimize expenses. Initiate and lead process improvement and system development projects across logistics operations. Ensure standardization and implementation of processes, policies, and best practices across operations. Collaborate cross-functionally with internal stakeholders (e.g., supply chain, IT, finance, commercial teams) to ensure smooth and efficient operations. Identify risks and implement mitigation strategies to ensure business continuity and service quality. Requirements: Bachelor’s degree in Logistics, Supply Chain Management, Economics, Business Administration, Industrial Engineering, or a related fields (or equivalent experience). Minimum 6 years of hands-on experience in logistics and warehouse operations. Proven experience in B2B and B2C logistics, including fulfillment, transportation, and distribution operations. Experience working with 3PL (third-party logistics) providers; international logistics account/operations management is a strong plus. Project management experience, preferably in WMS (Warehouse Management System) implementation. High analytical and problem-solving skills with strong attention to detail. Excellent planning, organizational, and execution capabilities. Strong communication and stakeholder management skills. Fluent in English (both written and spoken),turkish is a plus. Proficiency in MS Office applications. Ability to work in a fast-paced, dynamic environment and under pressure. Proactive, solution-oriented, and curious mindset. Willingness to travel internationally when required. Having experience at similar position in retail sector is prefered, We offer: working schedule 5/2, 09.00 - 18.00 location close to airport (warehouse) young and friendly team, positive & warm athmosphere respectable salary annually Bonus & Career opportunity (KPI performance) professional development orientation program, online Trainings corporate discounts for products",,,3–6 лет,,https://almaty.hh.kz/vacancy/132664888
Senior Photovoltaic Sales Manager (Business Development),,Астана,ТОО Хуавей Текнолоджиз Казахстан,,"Job Description Responsible of the E2E process of customer relationship development and project implementation. Provide completed market insights in the coverage area. Develop the mid- and long-term business expansion plan. Improve relationships with key developers. Establish relationships with local owners and technical directors of mainstream developers, organize activities such as high-level benchmarking, workshops, and HQ visits with Huawei, convey Huawei's value, and reach cooperation. Build a regional ecosystem: Focus on developing relationships with major Accounts and Support customer communication and key projects. collect key project requirements, and promote solution implementation. Key Responsibilities • Develop and monitor renewable energy project opportunities • Responsible of selling renewable energy products, lead and promote business development within the Solar PV and Energy Storage sector • Supervise all the solar and energy storage related sales activities regarding the sales project operations. • Communicate with business executives, and establish, maintain and develop stable customer relationships. • Support the management team in negotiations, preparing investment memos & reports and conducting due diligence by ensuring projects meet financing and technical requirements. Requirements • At least bachelor’s degree in Telecommunications, IT, Engineering, or Business Administration. • 3–5 year`s experience in customer engagement, partner management, service operations, or enterprise business support. • Understanding of enterprise business, project lifecycle, and service delivery processes. • Ability to work with Multi-Country teams and partner ecosystems. • Strong communication and coordination skills.",,,3–6 лет,,https://almaty.hh.kz/vacancy/132563381
Продакт-менеджер,,Костанай,ТОО Олжа Агро,,Опыт работы на аналогичной должности не менее 3-х лет,"1. Управление ассортиментом и закупками Формирование матрицы: Понимание, какие позиции (SKU) должны быть в портфеле, чтобы закрывать потребности разных сегментов (эконом, средний, премиум). Ротация: Умение вовремя выводить неликвид и вводить новинки (NPD — New Product Development). Работа с поставщиками: Переговоры по ценам, логистике и качеству сырья/упаковки. 2. Трейд-маркетинг и мерчандайзинг Продвижение в точках: Разработка механик акций (скидки, дегустации, кросс-промо) и оценка их эффективности (ROI). Стандарты выкладки: Понимание «золотой полки», разработка планограмм и POS-материалов. 3. Аналитика и работа с цифрами Прогнозирование спроса: Работа с сезонностью (например, рост продаж молочного летом или консервов в праздники). P&L продукта: Контроль маржинальности, фуд-коста (себестоимости) и логистических затрат. Мониторинг цен: Регулярный аудит цен конкурентов на полках магазинов. 4. Специфические знания (Hard Skills) Сроки годности и условия хранения: Понимание логистики (холодная цепочка, оборачиваемость склада). 5. Каналы продаж B2B / Сети: Опыт ввода продукта в сети. HoReCa: Понимание специфики поставок в рестораны и кафе.",,3–6 лет,,https://almaty.hh.kz/vacancy/132244991
Менеджер по продукту,,Алматы,ТОО Торговая Компания Мегаполис-Казахстан,,"ЧТО ВАС ЖДЕТ В РАБОТЕ : Проводить исследования по внешнему рынку: емкость и объем рынка товаров, конкурентных производителей/дистрибьюторов, способы сбыта, целевую аудиторию, предпочтения покупателей Заниматься развитием существующих и новых направлений в развитии продаж Разрабатывать и согласовывать планы продаж Разрабатывать, организовывать и контролировать проведения маркетинговых мероприятий и программ по стимулированию спроса и сбыта Готовить отчетность по результатам маркетинговых мероприятий ЧТО ВАЖНО ДЛЯ НАС : Образование - Высшее /средне-специальное(Предпочтительно экономика, торговля, финансы) Опыт работы не менее 1 года на рынке FMCG в должности менеджер по продукту/бренд-менеджер/трейд-маркетолог Возможность выезда в командировки ЧТО МЫ ПРЕДЛАГАЕМ: Официальное трудоустройство; Конкурентная заработная плата и ежегодное повышение зарплат в случае достижений целей компании; Система авансирования; Пятидневная рабочая неделя ( суббота. воскресенье и праздники отдыхаем), Лояльность рабочего графика, Корпоративное обучение, изучение языков; Премия лучший сотрудник года; Доплата за совмещение должностей; Трудовой отпуск 24 календарных дня + 4 дополнительных от компании. Корпоративная мобильная связь; Организация и частичная компенсация обедов, безлимитный кофе; Развозка до станции метро. ЕСЛИ ЗАИНТЕРЕСОВАЛА ДАННАЯ ВАКАНСИЯ, ОТКЛИКАЙСЯ! МЫ ЖДЕМ ИМЕННО ТЕБЯ!",,,1–3 года,,https://almaty.hh.kz/vacancy/132770342
Product Manager,от 500 000 ₸ за месяц,Астана,ТОО SofiaGlobal,,"Мы — IT-продукты в автоиндустрии Казахстана. Работаем по всей стране: • помогаем автошколам привлекать учеников • автоматизируем обучение и экзамены • развиваем автошколы Обязанности Стратегия и развитие продукта Соблюдение и развитие продуктовой стратегии и roadmap Поиск точек роста продукта (привлечение, удержание, монетизация) Анализ рынка, конкурентов Работа с пользователями и гипотезами Исследование потребностей пользователей (интервью, анализ поведения) Формирование и проверка продуктовых гипотез (MVP, A/B тесты) Улучшение пользовательского опыта Управление продуктом Декомпозиция задач и приоритизация бэклога Взаимодействие с командой разработки, дизайна и маркетинга Контроль движения задач без микроменеджмента Аналитика и метрики Работа с ключевыми метриками (retention, конверсии, LTV) Анализ результатов и принятие продуктовых решений Составление отчетности Запуск и развитие Запуск новых функций Работа с маркетингом над продвижением продукта Сбор и внедрение обратной связи Требования к кандидату Опыт работы Product Manager от 2–3 лет Мы ищем самостоятельного и проактивного Product Manager умеет быстро погружаться в новый продукт и разбираться в нем без постоянного сопровождения самостоятельно формулирует гипотезы и предлагает решения приходит с вариантами решений ориентирован на результат и доведение задач до конца Опыт работы с цифровыми продуктами (mobile / web / SaaS / EdTech будет плюсом) Опыт запуска или развития продукта с нуля или на ранней стадии Умение работать с продуктовой аналитикой и метриками (retention, conversion, LTV) Понимание полного product lifecycle: от идеи до запуска и роста Опыт проведения user research (интервью, анализ поведения пользователей) Навыки формулирования гипотез и их проверки (MVP, A/B тесты) Опыт работы с командой разработки и дизайна (Agile / Scrum будет плюсом) Умение приоритизировать задачи и работать с бэклогом Условия работы Формат работы: офис График: 6/1, сб 10.00-15.00, будни 10.00-18.00 Оклад Заработная плата: 500 000 ₸ на руки Возможность пересмотра по результатам работы и роста продукта",,,1–3 года,,https://almaty.hh.kz/vacancy/132298506
Middle Product manager,,Астана,ТОО Коркем Телеком,,"Опыт работы продуктовым менеджером не менее 3 лет Будет полезным опыт работы в B2G Знание методологий Agile/Scrum, опыт работы с Jira/Confluence. Навыки создания требований (PRD, User Stories, CJM) Понимание жизненного цикла продукта Имеет опыт работы в области управления продуктом не менее 3 лет Понимание принципов и этапов разработки Работа на продвинутом уровне в Excel и Google Sheets Знание и умение отражать бизнес-процессы с помощью схем и диаграмм","Разработка и управление продуктовой стратегией, согласование с бизнес-целями. Сбор и анализ требований пользователей, конкурентов и рынка. Формирование и управление бэклогом продукта, приоритизация задач. Управление дорожной картой продукта Коммуникация со стейкхолдерами Сбор требований рынка и передача в анализ Построение unit-экономики продукта Интервьюирование клиентов Валидирование гипотез Упаковка продукта Контроль бюджета продукта Работа с кросс-функциональными командами: маркетинг, продажи, поддержка, разработка инженера",,1–3 года,,https://almaty.hh.kz/vacancy/132111360
Digital Marketing Manager,,Алматы,ТОО «Др. Реддис Лабороторис» Казахстан,,"Responsibilities: Conduct secondary research on digital landscape of the country; Review and research digital adoption of TG, category affinity to digital, competition play in digital and brand assessment; Acts as a digital marketing contact between the Brand(s), digital agencies and multi-channel centre teams to ensure smooth execution of the brand strategy and leads digital strategy, planning and execution of digital campaigns/tactics; Responsible for developing a digital integration strategy across multiple channels while remaining tactically involved in program execution to achieve brand objectives; Track and analyze past data and suggest what works for the brand. Find new areas of experimentation; Provides an overview of the competitive landscape and has a broad perspective within the BMS and pharmaceutical industries to identify and leverage best practices in digital technologies; Share insight and analysis with Marketing team which can be leveraged for digital way forward for the brand; Review & recommendation on existing digital assets in order to increase engagement. Requirements: University degree (preferably in Marketing); Work experience: minimum 3 years of digital marketing experience in digital agency or in digital department in multinational company with proven results; Conditions: Work in friendly environment with professional team; Professional and career development opportunities; Promotion of high quality products; Competitive compensational and benefits package.",,,3–6 лет,,https://almaty.hh.kz/vacancy/132738539
