title,salary,city,job,publish_date,requirements,responsibilities,schedule,experience,employment,url
Младший специалист 1C,от 100 000 ₸ за месяц,Костанай,ТОО Первый БИТ,,"Если Вы хотите получить профессию и развиваться в сфере 1С программирования, то эта вакансия для Вас! ОФИЦИАЛЬНОЕ ТРУДОУСТРОЙСТВО, пенсионные отчисления, белая з/п ПЕРВЫЙ БИТ — это международная IT-компания, в которой каждый сотрудник сможет реализовать свой потенциал. Мы делаем бизнес клиента сильнее и создаём возможности для успешного развития уже более 25-ти лет. Эта работа для Вас, если: Вы готовы на старте изучить большой объем информации; Вам интересно развитие в сфере IT; Вы активный, внимательный человек с развитым логическим мышлением и пытливым умом :) Вы окончили ВУЗ/также учитесь/ осталась только дипломная работа (осилите рабочий день с 9.00 до 18.00, 5/2) ЧТО МЫ ПРЕДЛАГАЕМ? Обучение и заработок одновременно: платить за учебу на популярных курсах не нужно! Сдельная оплата, ориентировочно: 1-3 месяц - 100.000 тг, 1 год - от 300.000, дальше выше; Официальное трудоустройство с первого рабочего дня у нас; Возможность получить за счет компании несколько сертификатов по 1С, возмещать ничего не нужно; Повышение квалификации в сфере IT (по автоматизации, цифровизации, проектным технологиям, RPA); Надежную компанию и стабильную работу. ЧЕМ НУЖНО БУДЕТ ЗАНИМАТЬСЯ? Работать с текущими клиентами, которые уже используют 1С. консультирование пользователей по ведению учета в различных конфигурациях 1С; Поиск и устранение ошибок пользователей; Ждем Вас в нашей команде!",,,не требуется,,https://almaty.hh.kz/vacancy/132590649
IT-инженер,от 250 000 до 300 000 ₸ за месяц,Алматы,ТОО Begemot Almaty,,"Высшее или средне профессиональное образование ( ВТИПО) Рассматриваем специалистов с соответствующим образованием, без опыта, желающих обучаться и развиваться стабильно в нашей компании. не конфликтность, способность работать в команде Работа связана с выездами в торговые павильоны - 20% РАБОЧЕГО ВРЕМЕНИ","Обслуживание ПК и системы видеонаблюдения. Настройка сетевого оборудования. Монтаж и настройка локальных сетей; Обеспечение бесперебойной работы компьютерных систем компании, консультации и техническая поддержка пользователей, диагностика и ремонт системных блоков.",,1–3 года,,https://almaty.hh.kz/vacancy/132513207
Специалист первой линии,от 400 000 ₸ за месяц,Астана,ТОО Astana IT University,,"Высшее образование в области информационных технологий, компьютерных наук, программной инженерии или смежных направлениях. Опыт работы в сфере IT не менее 1 года (для начинающих специалистов возможен учет стажировок и академических проектов). Владение английским языком не ниже уровня Intermediate.","Своевременное реагирование на обращения и заявки пользователей (студентов, преподавателей, сотрудников). Диагностика и устранение неисправностей компьютерного и сетевого оборудования, периферии и ПО. Установка, настройка и обновление операционных систем и прикладного программного обеспечения. Обеспечение бесперебойной работы компьютерных классов, лабораторий и рабочих мест сотрудников. Поддержка антивирусной защиты. Ведение технической документации, отчетности по выполненным работам и обслуживанию оборудования. Мониторинг состояния IT-инфраструктуры университета и предотвращение сбоев.",,1–3 года,,https://almaty.hh.kz/vacancy/132203172
Специалист по сбору информации,от 100 000 до 170 000 ₸ за месяц,Тараз,ТОО NS 2GIS,,"Одна из крупнейших IT-компаний приглашает соискателей ознакомиться с вакансией специалиста по сбору информации! Требования к кандидату: Отличное ориентирование по карте местности; Будет нужно ходить пешком по городу; Быстрая обучаемость, так как информации будет очень много; Грамотная устная и письменная речь; Навыки пользования ПК (MS-Office, Интернет, электронная почта и др.).  Обязанности специалиста по сбору информации: Сверка информации в приложении 2ГИС на обозначенной для обхода территории; Работа на территории (выезды - 50% рабочего времени); Поиск новых организаций (не внесенных в справочник), сбор дополнительной информации о размещенных организациях, выяснения спорных моментов на территории; Работа в офисе (50% рабочего времени): внесение в базу предприятий новых организаций, звонки организациям с целью сверки и уточнения информации, передача в отдел коммерции потенциальных рекламодателей; Поддержание справочника системы 2GIS в актуальном состоянии и повышение его качества! Мы предлагаем: Оклад + ежемесячная премия по результатам работы(обговаривается индивидуально при собеседовании); Предоставляется смартфон для работы; Компенсация расходов на проезд в общественном транспорте; Обязательное корпоративное обучение + тестирование; График работы по будням с 9:00 - 18:00 ч, 5/2, сб,вс,- выходные; Трудоустройство согласно ТК РК; Ваш карьерный рост зависит от ваших способностей и амбиций.  Перед откликом на вакансию внимательно ознакомиться с вакансией! Кандидаты, не ознакомившиеся с вакансией, не будут приглашаться на собеседование. Если Вам интересно наше предложение, отправляйте нам Ваше резюме. Будем рады видеть тебя в нашей команде!",,,не требуется,,https://almaty.hh.kz/vacancy/132028175
Менеджер службы заботы о пользователях IT-сервиса,от 500 000 до 1 000 000 ₸ за месяц,Алматы,ТОО Autodata,,"Хочешь построить карьеру в IT и развиваться в крутой команде? SaleScout ищет энергичного, вовлечённого и технически подкованного специалиста, который будет настоящим партнером и другом для наших клиентов. Кого мы ищем: Мы будем рады тебе, если ты: Любишь общение и получаешь удовольствие от помощи людям Разбираешься в технике, IT-продуктах и умеешь объяснять сложное простым языком Понимаешь бизнес-процессы и умеешь смотреть на продукт глазами клиента Готов работать по графику 2/2 в офисе по адресу г. Алматы, бульвар Бухар Жырау, 26/1. Если ты откликаешься не с Алматы - то есть удаленный формат работы. Опыт работы с Kaspi магазином обязателен! Что ты будешь делать: ✅ Помогать клиентам разбираться в нашем IT-продукте (техподдержка, аналитика, анализ кейсов) Анализировать, как используется продукт, и предлагать улучшения Консультировать по функционалу и возможностям Выявлять потребности клиентов, предлагать решения, работать с сомнениями Передавать фидбэк команде разработки и продакт-менеджерам Что для нас важно: Открытость и искреннее желание помогать команде и клиентам SaleScout Быстрая обучаемость и техническое мышление Отличная устная и письменная речь (на русском и казахском языках) Опыт в клиентском сервисе, продажах или техподдержке будет преимуществом Мы предлагаем: Стабильную зарплату от 500 000 до 1 000 000 ₸ Возможности карьерного роста в сфере IT и клиентского сервиса Постоянное развитие: обучение продукту, внутренняя экспертиза Поддержку опытной команды, которая всегда рядом Уютный офис и комфортные условия труда Хочешь стать частью технологичной и амбициозной команды? Откликайся — мы ждём именно тебя!",,,1–3 года,,https://almaty.hh.kz/vacancy/132236564
Технический специалист отдела продаж / Junior Sales Engineer (по подготовке технических решений),от 300 000 ₸ за месяц,Алматы,ТОО Амперэль,,"Технический специалист отдела продаж / Junior Инженер по подбору оборудования подойдёт тем, кто интересуется инженерией, техникой, оборудованием не подойдёт тем, кто стремится в IT-разработку, аналитику или администрирование О компании: Мы - Амперэль, уже более 16 лет проектируем и строим дата-центры, поставляем сложное инженерное оборудование (ИБП, ДГУ, климатические системы и т.д.) и реализуем это для крупнейших заказчиков. Мы ищем в команду Junior Sales Engineer, который хочет погружаться в инженерные задачи и строить карьеру в сфере технических решений для дата-центров. ✨ Почему тебе это будет интересно Ты окажешься в самом центре командной работы — между инженерами, продажами и проектами. С первого дня погрузишься в реальные задачи, увидишь, как создаются инженерные решения для современных дата-центров, и начнёшь формировать редкую, действительно ценную экспертизу. И да — у нас сильная, драйвовая и молодежная команда. Мы любим технику, но остаёмся живыми людьми: общаемся, помогаем друг другу, делимся опытом и не создаём лишней бюрократии. 🚀 Что будешь делать Готовить технические решения, расчёты и спецификации; Подбирать и сравнивать оборудование, собирать техническую информацию (работа с готовой базой поставщиков); Подготавливать шаблоны КП и договоров; Оформлять заказы на оборудование и передавать их коллегам; Подготавливать и размещать документацию для тендерных площадках; Работать с документацией и изучать новые линейки оборудования. Это не IT-позиция без программирования без сетевой конфигурации без аналитики данных / SQL без DevOps и администрирования 🎯 Кого мы ищем Выпускника технической специальности; Интерес к технике, инженерии, логике процессов; Быстро обучаемого, готового разбираться в новых системах; Внимательного и аккуратного при работе с данными; Желающего развиваться в роли Sales Engineer / Pre-Sales специалиста; Опыт не обязателен — всему научим! 💎 Что даём Наставничество от опытных инженеров; Редкую и востребованную экспертизу в инженерии дата-центров; Карьерный рост: Junior → Sales Engineer → Pre-Sale; Молодежную, драйвовую и дружелюбную команду; Стабильность компании и возможности для роста. 🕒 Условия работы График 5/2, с 8:30 до 17:30; Оформление по ТК РК, оплачиваемый отпуск и больничный; Работа в офисе: ул. Таттимбета, 24 (дорога на Кок-Тобе).",,,не требуется,,https://almaty.hh.kz/vacancy/132072062
Менеджер по закупкам и снабжению,от 300 000 до 600 000 ₸ за месяц,Алматы,ТОО IT Support Group,,,"— Обработка заявок на закуп от отдела продаж и внутренних подразделений — Быстрый поиск оборудования у локальных и зарубежных поставщиков (в том числе Китай) — Сравнение предложений, выбор оптимального по цене / срокам / условиям — Взаимодействие с поставщиками: переговоры, получение лучших условий, скидок, отсрочек — Развитие базы поставщиков: системный поиск новых поставщиков и альтернатив — Мониторинг рынка и цен (по ключевым позициям) — Контроль сроков поставки и исполнения заказов — Работа с документами (счета, заказы, договоренности) — Взаимодействие со складом (приемка, наличие, остатки) — Участие в оптимизации закупочных процессов Мы ожидаем: — Опыт в закупках / снабжении (желательно IT-оборудование или смежные категории) — Умение быстро находить нужный товар и ориентироваться на рынке — Навыки переговоров (умение “выбивать” лучшие условия) — Системность и внимательность к деталям — Умение работать в режиме многозадачности и скорости — Опыт работы с поставщиками (локальными и/или международными) — Базовое понимание логистики будет плюсом Важно: — Мы не ищем “оформителя заказов” — Нам нужен человек, который умеет находить лучшее решение: быстрее, дешевле и надежнее",,3–6 лет,,https://almaty.hh.kz/vacancy/132435312
Ведущий специалист / Дирекция совершенствования бизнес-процессов,,Алматы,АО Банк ЦентрКредит,,Доработки залоговых процессов в рамках перехода продуктов МСБ и РБ на GF. Стаж работы в области банковской и/или оценочной деятельности не менее 1 года и/или IT сфере не менее 3-х месяцев,"• Сбор, анализ и формализация бизнес требований • Описание и моделирование бизнес процессов (AS IS / TO BE) • Подготовка технических заданий для разработки • Коммуникация с бизнес-группой, риск подразделениями, IT-разработчиками • Мануальная проверка реализованных работ по Бизнес-требованию, проверка работоспособности систем и сервисов. Составление шаблона тестирования по тестовым кейсам и проведение приемочных тестирований",,1–3 года,,https://almaty.hh.kz/vacancy/132773286
HR-специалист / Менеджер по управлению персоналом в ИТ,,Нур-Султан (Астана),ТОО KazInSys,,,"✅ Рекрутмент и подбор персонала Полный цикл подбора IT-специалистов (разработчики, аналитики, менеджеры проектов, тестировщики и др.) Разработка и публикация вакансий, работа с платформами (LinkedIn, HH, Telegram-чаты) Проведение интервью, тестирований, оценка кандидатов Сопровождение на всех этапах подбора, включая выход в компанию и адаптацию ✅ Адаптация и удержание сотрудников Разработка и внедрение адаптационных программ для новых сотрудников Мониторинг вовлеченности, проведение встреч 1:1, оценка уровня удовлетворенности сотрудников Разработка мероприятий по мотивации, удержанию персонала и снижению текучести ✅ Развитие корпоративной культуры Организация внутренних мероприятий: тимбилдинги, корпоративы, профессиональные конференции Формирование и поддержание бренда работодателя (EVP, работа с отзывами, развитие HR-маркетинга) Взаимодействие с руководством по вопросам улучшения рабочих процессов и атмосферы в коллективе ✅ HR-аналитика и кадровые процессы Ведение HR-отчетности, анализ HR-метрик (текучесть, удовлетворенность, уровень вовлеченности) Участие в разработке систем оценки и грейдов сотрудников Консультирование по вопросам кадрового администрирования, взаимодействие с бухгалтерией по расчету ЗП Требования к кандидату: Опыт работы в HR от 2 лет, желательно в IT-компаниях или технологических стартапах; Опыт массового подбора специалистов в сфере IT; Понимание технических специализаций (разработчики, аналитики, PM и др.), знание основ ИТ-рекрутинга; Грамотная устная и письменная речь, уверенные навыки ведения переговоров; Владение инструментами рекрутинга (HH, LinkedIn, Telegram); Понимание HR-метрик, аналитики и методик оценки персонала; Умение работать в режиме многозадачности, организованность, клиентоориентированность; Будет плюсом: ✅ Опыт работы в компании, работающей с госзаказами ✅ Навыки управления корпоративной культурой и HR-брендингом ✅ Владение инструментами автоматизации HR-процессов ✅ Опыт внедрения систем грейдов и систем KPI ✅ Наличие профильных курсов и сертификаций (HR BP, IT-рекрутинг, T&D) Если ты любишь работать с людьми, хочешь строить сильную HR-функцию в динамичной IT-компании и умеешь находить лучших специалистов — давай знакомиться!",,1–3 года,,https://almaty.hh.kz/vacancy/132734807
Senior Business Development Manager (IT/Cloud),,Алматы,ТОО АНТАЛ БИЗНЕС РЕШЕНИЯ (ТМ Antal Kazakhstan),,,"• Активный поиск и привлечение новых корпоративных клиентов (средний и крупный бизнес); • Продажи облачных решений (IaaS, PaaS), помощь клиентам в формировании стратегии цифровой трансформации; • Проведение встреч, презентаций, демо, расчёты TCO/ROI, сопровождение сделок по всей цепочке принятия решений (вплоть до CTO/CIO); • Подготовка и согласование технико-коммерческих предложений, участие в тендерах и профильных мероприятиях; • Ведение отчётности в CRM, взаимодействие с технической, юридической, финансовой и административной командами; • Выполнение индивидуального плана продаж. Ожидания от кандидата: • Опыт в продажах B2B IT-решений от 3 лет (в том числе облачные технологии, инфраструктура, виртуализация); • Понимание архитектуры IaaS/PaaS, сетевой инфраструктуры, информационной безопасности, рынка и конкурентов; • Умение презентовать сложные технические решения, готовить ТКП, вести переговоры на уровне первых лиц; • Самостоятельность, системность, ориентация на результат и готовность развивать новое направление; • Умение анализировать цифры, находить точки роста и строить воронку продаж; • Английский язык будет плюсом.",,3–6 лет,,https://almaty.hh.kz/vacancy/132461627
Системотехник/IT-специалист,,Уральск,ТОО Logitex,,"Высшее/ средне-специальное образование в сфере IT; Опыт работы в сфере IT от 1 года; Опыт ремонта и обслуживания компьютеров, копировальной и печатной техники; Ответственность, стрессоустойчивость, целеустремленность;",Проведение системно-технического обслуживания парка компьютеров; Настройка компьютерного и периферийного оборудования; Установка и настройка OC Windows; Настройка различного программного обеспечения;,,1–3 года,,https://almaty.hh.kz/vacancy/132363728
Специалист по переписке с клиентами,от 143 000 до 350 000 ₸ за месяц,,Частная компания “Automated Communication Solutions Ltd.”,,"Способность к быстрому обучению Хорошие навыки работы на компьютере и знание ПО (MS Office, Google Workspace); Знание русского языка (грамотная устная и письменная речь) Активность и ответственность Мы предлагаем: Перспективы роста в позиции и зарплате: Старший специалист / Team Lead Официальное трудоустройство Сопровождение наставниками, которые помогают на всех этапах адаптации к работе Работу в комфортной и дружелюбной среде Если эта вакансия Вам интересна, пишите на указанный номер телефона в контактах (Ватсап, Телеграм) или откликайтесь тут","Рассылка сообщений потенциальным клиентам по шаблонам, ведение переписки с клиентами, предоставление необходимой информации (только письменная работа); Организация встреч менеджеров по продажам и потенциальных клиентов (письменно) Поддержание связи с клиентом до назначенной встречи Формирование базы данных клиентов",,не требуется,,https://almaty.hh.kz/vacancy/132225477
IT-специалист,от 220 000 ₸ за месяц,Актау,ТОО Trust Technologies,,"Привет! Мы ищем талантливых специалистов для реализации масштабного проекта - внедрения и последующей технической поддержки АПК на платформе 1С на территории Атырауской области. Если ты коммуникативный, легко обучаемый, готов к вызовам и хочешь развиваться - «Добро пожаловать в нашу команду». Работа у нас — это не просто работа, это возможность расти и достигать больших результатов. Нам нужен тот, кто ценит взаимодействие с людьми, обладает аналитическим мышлением, стремится к саморазвитию и профессиональному росту. И даже если у тебя нет опыта, не беспокойся! Мы научим всему, что нужно для того, чтобы стать мастером своего дела. В будущем вы можете с гордостью относиться к тому факту, что участвуете в проекте республиканского уровня. Сделайте шаг к своей успешной карьере уже сегодня - присоединяйся к нам, и мы продолжим путь к успеху вместе. Начни свою собственную историю успеха! Пожелания к соискателям - Высшее профильное образование c высоким GPA - Знание платформы 1С будет огромным плюсом - Неплохо знать, что такое стриппер и кримпер и с чем их едят Итак, что тебе нужно сделать: 1. Откликнуться на эту вакансию. ВНИМАНИЕ! Вместе с откликом ждем письмо, в котором ты кратко опишешь, почему ты хочешь попасть в нашу команду. Стоит потрудиться иначе вакансия в корзину сразу. 2. Если мы пригласим тебя на собеседование, прийти на него вовремя и произвести приятное впечатление.",,,не требуется,,https://almaty.hh.kz/vacancy/132771099
Специалист по IT,от 400 000 ₸ за месяц,Алматы,ТОО GT oil service,,"Образование и опыт работы в сфере IT обязателен Опыт по устранению неполадок и технической поддержке пользовательского оборудования и программных продуктов Опыт по администрированию серверов Готовность работать реактивно Способность довести по требованию информацию о текущем состоянии задания Аккуратность, внимательность к деталям","Оказывать первоочередную техническую поддержку пользователям Обеспечивать бесперебойную работу локальных сетей организации, серверов, сетевых устройств, Wi-Fi Настройка сетевого оборудования Настройка сетевой техники Осуществление конфигурации программного обеспечения на серверах Linux, Windows Подбор нового оборудования, ввод в эксплуатацию Удаленное администрирование Консультирование пользователей по вопросам работы в локальной сети и программах общего назначения, а также использования государственных порталов, налоговых программ и различных интернет - банкингов Установка и настройка системы телефонии Прокладка и наладка сетей Установка и настройка систем видеонаблюдения и пожарно-охранной сигнализации",,1–3 года,,https://almaty.hh.kz/vacancy/132687462
Специалист по тендерам,от 200 000 до 600 000 ₸ за месяц,Алматы,ИП Азретов Е,,"Нужен опытный тендерный специалист желательно сфере IT по компьютерам и универсальный, для участия в тендерах. Опыт работа от 2-х лет и выше. Оклад+бонус. Требование: Желание работать. Трудолюбивый, Находчивый, Требовательный. Пунктуальный.",,,3–6 лет,,https://almaty.hh.kz/vacancy/132658625
IT-специалист (корпоративная поддержка / аутсорсинг),,Алматы,ИП ALL SERVICE,,"ALL SERVICE — IT-компания с 10-летней практикой работы с корпоративными клиентами. Эта позиция подходит только специалистам, которые реально работали в системном администрировании и понимают специфику аутсорса, SLA, ITSM, тикетов и разъездной поддержки. Если вы ищете гибрид, удалёнку, работу «в продукте», разработку или гибкие Agile-процессы - эта вакансия не подойдёт. О компании ALL SERVICE более 10 лет обеспечивает стабильную работу ИТ-инфраструктуры корпоративных клиентов. Мы сопровождаем серверы, сетевое оборудование, виртуализацию, почтовые сервисы, системы безопасности, филиальные структуры и проектные внедрения. Работая строго по SLA, мы ведём техническую документацию, используем Jira Service Management для учёта тикетов и контроля сроков, применяем Kanban-подход для распределения задач, выезжаем на объекты и закрываем полный цикл ИТ-поддержки. Задачи Работа живая и практическая, с прямой ответственностью за результат: Поддержка корпоративной серверной инфраструктуры: Windows Server (AD, DNS, DHCP, DFS, GPO). Виртуализация: Proxmox, VMware, Hyper-V — запуск, миграции, кластеры. Сети: MikroTik (обязательно), Cisco/HP — маршрутизация, VPN, VLAN, резервирование, Wi-Fi. Корпоративная почта: Zimbra, Exchange, Google Workspace. Мониторинг: внедрение и ведение Zabbix, настройка оповещений. 1С: сопровождение публикаций, резервирование, обновления. Backup: контроль, тестирование, выполнение политик резервирования. Работа через сервис-деск (Jira Service Management): тикеты, инциденты, заявки, отчётность. Участие в модернизации ИТ-инфраструктуры клиентов: серверы, сети, проекты по безопасности. Документация: схемы, инструкции, акты выполненных работ. Критичные требования Опыт работы системным администратором от 3 лет. Чёткое понимание специфики аутсорсинга и работы по SLA. Глубокие знания Windows Server и сетевых технологий. Уверенный практический опыт с MikroTik (VPN, NAT, маршруты, VLAN). Виртуализация: умение запускать и обслуживать Proxmox/VMware/Hyper-V. Готовность работать в сервис-модели: тикеты, выезды, ответственность, сроки. Умение говорить с корпоративными клиентами профессионально и корректно. Плюсом будет Linux-сервисы. Опыт с Cisco/H3C. Опыт с DLP-системами, почтовыми шлюзами, IDS/IPS. Навыки проектирования сетей и серверных ролей. Формат работы Полная занятость, график 5/2, офис Алматы. Формат — офис + выезды к корпоративным клиентам. Работа строго на стороне компании-поставщика услуг, не «продукт», не «разработка». Удалёнки и гибридов нет — требуется физическое присутствие. Условия Оформление по ТК РК. Стабильная заработная плата + премии за проекты и внеплановые выезды. Корпоративное оборудование. Чёткие процессы, прозрачная система задач и ответственности. Профессиональная команда, возможность роста до Ведущего системного администратора / Тимлида. Если вы откликаетесь Просьба в резюме указать: ваш реальный опыт работы в системном администрировании; какие системы сопровождали (Windows, виртуализация, сети); знания MikroTik (VPN, маршруты, VLAN); опыт работы в аутсорсе или с корпоративными клиентами. Размер заработной платы будет согласован по итогам испытательного срока и будет зависеть исключительно от подтверждённых навыков и фактического уровня компетенций, а не от желаемых сумм, указанных в резюме.",,,3–6 лет,,https://almaty.hh.kz/vacancy/132456691
Customs clearance & certification specialist,,Алматы,ТОО АНКОР Центральная Азия,,"An International FMCG (food/confectionary) company is looking for Customs clearance & certification specialist, location: Almaty About the Role: Join us and become a vital link in keeping our regional supply chain efficient, compliant, and always moving forward. Main Responsibilities: As part of our logistics and operations team, you will manage shipment requests from Planning and Customer Service Departments, ensure smooth product movements from our factories and warehouses to markets across the region. Timely and reliable transport arrangements will be part of your daily rhythm, while accurate verification of commercial and transport documentation keeps our supply chain seamless. Additionally, you’ll stay on top of every international shipment’s journey, always knowing exactly where the cargo is at each stage and ensuring vehicles arrive at destination right on schedule. Guiding the import and export customs clearance process will be a key aspect of your work, along with gathering data for calculating customs duties based on planned import volumes. Certification processes—whether for products, promotional materials, or packaging—will run under your supervision, and you’ll also play an important role in managing regional insurance cases in line with established procedures. Ensuring the timely preparation and receipt of Certificates of Origin will further support our regional operations. Collaboration with distributors across the region will keep communication smooth on all customs and certification matters. At the same time, you’ll deliver essential reports on schedule, whether weekly updates, monthly summaries, or insights on customs, insurance cases, and operational delays. And of course, SAP will be one of your key tools for managing deliveries, processing payments, and tracking shipments. You will be also responsible for organizing and supporting import and export courier shipments Requirements: You bring a solid understanding of Incoterms and feel confident navigating the fundamentals of customs clearance processes. Comfortable communicating in English, you can easily collaborate across markets and teams. Experience with SAP is a plus and will help you hit the ground running, though it's not a must. Additionally, you’re someone who sets high standards, communicates clearly, and approaches tasks with strong attention to detail. Your structured mindset and ability to stay focused help keep operations smooth and error free.",,,3–6 лет,,https://almaty.hh.kz/vacancy/132509811
Специалист по переписки с клиентами,от 135 000 до 300 000 ₸ за месяц,,Частная компания “Automated Communication Solutions Ltd.”,,"Способность к быстрому обучению; Хорошие навыки работы на компьютере и знание ПО (MS Office, Google Workspace); Знание русского языка (грамотная устная и письменная речь); Активность и ответственность. Мы предлагаем: Перспективы роста в позиции и зарплате: Старший специалист / Team Lead; Официальное трудоустройство; Сопровождение наставниками, которые помогают на всех этапах адаптации к работе; Работу в комфортной и дружелюбной среде. Если эта вакансия Вам интересна, пишите на указанный номер телефона в контактах (Ватсап, Телеграм) или откликайтесь тут","Рассылка сообщений потенциальным клиентам по шаблонам, ведение переписки с клиентами, предоставление необходимой информации (только письменная работа); Организация встреч менеджеров по продажам и потенциальных клиентов (письменно); Поддержание связи с клиентом до назначенной встречи; Формирование базы данных клиентов.",,не требуется,,https://almaty.hh.kz/vacancy/131002966
