title,salary,city,job,publish_date,requirements,responsibilities,schedule,experience,employment,url
"Бизнес / Системный аналитик, г.Астана",,Астана,ТОО DAMUMED (Дамумед),,"Опыт работы системным / бизнес-аналитиком в IT Понимание процессов разработки ПО Умение описывать требования в структурированном виде Навыки декомпозиции сложных задач Опыт работы с макетами интерфейсов (Figma или аналоги) Умение говорить с бизнесом и с разработкой «на одном языке» Если Вы обладаете более глубокими знаниями и опытом, чем перечислено выше, то мы будем рады предложить Вам более высокую категорию или вакансию. Приходите на собеседование. В ходе него мы сможем больше узнать о Вас и сделать Вам альтернативные предложения.","Анализ и формализация требований от бизнеса и внутренних заказчиков Декомпозиция требований на задачи для разработки Подготовка постановок задач (user stories, acceptance criteria) Проработка пользовательских сценариев Создание макетов интерфейсов (wireframes, прототипы) Взаимодействие с разработчиками, уточнение требований в процессе реализации",,3–6 лет,,https://almaty.hh.kz/vacancy/131895800
Manual QA Engineer (Junior),от 400 € за месяц,,TownLive Games,,"Мы создаём захватывающие мобильные игры! Нами движет стремление разрабатывать и развивать классные проекты и выводить их в топы Google Play! Приглашаем в команду амбициозного Manual QA Engineer (Junior) для участия в разработке нашего проекта. Жанр - ситибилдер/ферма/экспедиция Почему мы? Удаленка навсегда, без перехода в офис; Команда профи и система онбординга - убедишься лично; Гибкое начало рабочего дня; Отпуск 28 дней, а также оплата больничного 100 %; Подарки в день рождения и денежные бонусы по случаю важных событий в жизни; Sick Days - 10 дней в год; Демократичная среда и психологически здоровая атмосфера внутри команды, где важен каждый; Возможность вносить свои изменения в процессы, коллеги, которые слышат и понимают Чем предстоит заниматься? Ручное тестирование мобильных игр: функциональное, smoke, регрессионное тестирование; Документирование обнаруженных ошибок и контроль их исправления (ревью багов); Работа с ТЗ - проверка на соответствие требованиям, взаимодействие с гейм-дизайнерами по возникающим вопросам; Планирование проверок: составление чек-листов и тест-планов, оценка времени на проведение тестирования; Взаимодействие с командой на всех этапах разработки; Составление инструкций по инструментам тестирования и работа с тестовой документацией; Работа с отзывами пользователей и поиск багов по заявленным проблемам игроков Мы идеально друг другу подходим, если у тебя есть: Наличие 1-2 устройств на ОС Android для тестирования; Богатый игровой опыт на мобильных девайсах и любовь к играм; Опыт тестирования мобильных Игр/приложений от полугода; Понимание методологий разработки ПО и видов тестирования; Опыт работы с таск-трекинговой системой; Развитые аналитические навыки, внимательность; Коммуникабельность, умение излагать свои мысли; +100 к карме, если имеется: Техническое образование; Опыт тестирования игр в жанре Farm Adventure; Опыт тестирования на различных платформах: Android, iOS; Опыт работы с Unity (понимание основ); Опыт работы с Git. Ждем Ваших откликов, будем рады знакомству!",,,1–3 года,,https://almaty.hh.kz/vacancy/132168179
Разработчик мобильного приложения,от 300 000 до 600 000 ₸ за месяц,Алматы,High Tech Academy,,"О нас High Tech Academy - международная школа с аккредитацией CIS в Алматы. В структуру школы входит Budokan.kz -спортивный и арт-центр, один из крупнейших фитнес-клубов города с форматом «всё включено»: более 10 направлений, бассейн, тренажёрный зал, бойцовский клуб, скалолазание, детские группы и многое другое. Мы активно развиваемся в digital-направлении и ищем разработчика для создания мобильного приложения Budokan. Обязанности — Разработать мобильное приложение (iOS + Android) для членов клуба Budokan — Обеспечить интеграцию и синхронизацию данных с системой управления клубом ClubIS LLC (база клиентов, абонементы, посещаемость, расписание) — Реализовать личный кабинет: расписание занятий, запись на тренировки, история посещений — Интегрировать онлайн-оплату абонементов, заморозку и продление карты — Настроить push-уведомления: напоминания о тренировках, новости, акции — Реализовать раздел для детских групп с отдельным профилем ребёнка — Разработать административную панель для управления расписанием, тренерами и клиентами — Обеспечить поддержку и доработки после запуска Требования — Опыт мобильной разработки от 2 лет — Flutter, React Native или нативный iOS/Android — Работа с REST API, Firebase или аналогами — Опыт интеграции платёжных систем — Портфолио с реализованными приложениями — Самостоятельность, соблюдение сроков Будет плюсом — Опыт в fitness-tech / sports-tech проектах — Знание казахстанских платёжных шлюзов (Kaspi Pay, Forte, Halyk) — Навыки UI/UX или опыт работы с Figma — Опыт интеграции с CRM или 1С — Опыт работы с ClubIS или аналогичными системами управления фитнес-клубом Условия — Полный рабочий день, пятидневка — Официальное трудоустройство по ТК РК — Корпоративное питание (Завтрак, обед и полдник) — Бесплатный абонемент в Budokan: бассейн, тренажёрный зал, групповые занятия и все направления клуба — Работа в офисе школы High Tech Academy — Адрес: Алматы, Медеуский район, мкр. Кок-Тобе, ул. Сагадата Нурмагамбетова 150",,,1–3 года,,https://almaty.hh.kz/vacancy/132468026
Project Manager (PM),,Алматы,ТОО IT Space Apps,,"— Опыт работы Project Manager в IT обязателен — Технический бэкграунд и понимание логики разработки — Опыт работы в продуктовых компаниях будет преимуществом — Понимание Agile, Scrum, Kanban, Waterfall и других подходов к управлению проектами — Сильные коммуникативные навыки и умение работать с разными командами — Умение принимать решения, работать в условиях многозадачности и ограниченных ресурсов — Высокая организованность, ответственность и внимание к деталям — Самостоятельность, инициативность и желание развиваться профессионально Ищем человека, который умеет не просто контролировать задачи, а реально управлять результатом.","Полное ведение проектов: запуск, планирование, контроль исполнения и завершение в рамках сроков и бюджета Определение целей проекта, объема работ, составление плана и распределение ресурсов Координация работы команды: постановка задач, контроль сроков, решение рабочих вопросов и снятие блокеров Контроль статуса проекта, соблюдения сроков и достижения ключевых этапов Регулярная коммуникация с заказчиками, командой и другими участниками проекта Управление рисками, изменениями и приоритетами в ходе проекта Подготовка технических заданий, бизнес-требований и спецификаций для команды разработки Анализ и описание бизнес-процессов, моделирование в BPMN и UML.",,1–3 года,,https://almaty.hh.kz/vacancy/132542858
Middle IOS разработчик,,Алматы,АО KMF Банк,,"Что делать? Разрабатывать iOS-приложения: создавать новые экраны и функциональность на основе требований, разрабатывать логику компонентов; Поддерживать и улучшать текущий код iOS-приложений: рефакторинг, оптимизация, исправление багов; Проектировать архитектуру iOS-приложений; Искать и оценивать технические решения; Заниматься наставничеством и обучением младших сотрудников; Оценивать планирование и учет временных трудозатрат необходимых на выполнение задач; Участвовать в командных мероприятиях по сбору требований, технической экспертизы по реализации новых возможностей; Участвовать в проектировании систем, создании технических спецификаций. Если у вас: Уверенное владение Swift, знание принципов OOP и Clean Architecture; Опыт работы с архитектурой MVVM и паттерном Coordinator; Понимание слоёв Clean Architecture: Presentation / Domain / Data; Умение проектировать экраны с чётким разграничением ответственности (View / ViewModel / Coordinator); Опыт разработки интерфейсов с использованием UIKit: UIView, UIViewController, Auto Layout, NavigationController, кастомные компоненты и анимации; Опыт работы с Lottie для анимаций; Владение Combine: Publisher, Future, Published, трансформация потоков; Уверенное использование GCD (DispatchQueue, DispatchGroup), понимание многопоточности; Знание и практический опыт использования async/await, умение переписывать legacy-код с completion-блоков; Глубокое понимание WKWebView: настройка, загрузка, cookies, WKScriptMessageHandler; Опыт интеграции Firebase SDK: Firestore, Crashlytics, Messaging (FCM), Analytics; Практический опыт подготовки и публикации iOS-приложений в App Store; Знание процессов сборки и подписи: Xcode Cloud, Fastlane (опционально), экспорт .ipa, CI/CD для iOS-проектов; Понимание работы Operation; Диспетчеризация; Глубокое понимаю работы cow и ARC. Что мы предлагаем: Официальное трудоустройство в соответствии с ТК РК; Гибкий график работы (08:30–17:30 / 09:00–18:00 / 09:30–18:30); Ежегодный оплачиваемый отпуск — 28 календарных дней; Лечебное пособие в размере одного оклада при выходе в отпуск (после 1 года работы, при отпуске от 14 дней). После прохождения испытательного срока: Кафетерий льгот (медицинское страхование, обучение, спорт, развитие детей, авиа- и ж/д билеты); Два дополнительных дня Day Off в год; Гибридный формат работы (2 дня - в офисе, 3 дня - удаленка).",,,1–3 года,,https://almaty.hh.kz/vacancy/131918958
Руководитель продукта,,Астана,ТОО DAMUMED (Дамумед),,"Для развития казахстанского медицинского цифрового облачного сервиса требуются требуются руководители продукта. Мы рады видеть в своей команде целеустремленных людей, готовых расти и развиваться вместе с нами. Мы разрабатываем продукт собственными силами. Мы также разрабатываем мобильные приложения для популярных платформ iOS и Android. Мы постоянно обсуждаем и реализуем новые идеи. Если вы хотите каждый день делать что-то важное и полезное для людей, для общества - приходите к нам, мы обещаем – будет интересно. Делаем медицину ближе и доступнее и приглашаем всех, кто готов делать это вместе с нами. Задачи и зона ответственности Реализация утверждённой продуктовой стратегии и roadmap Управление продуктовым бэклогом (приоритизация, актуализация, контроль исполнения) Постановка задач команде разработки (user stories, требования, критерии приёмки) Контроль сроков, качества и полноты реализации функционала Взаимодействие с бизнес-заказчиками и сбор требований Декомпозиция бизнес-требований в понятные задачи для разработки Участие в планировании (sprint planning, grooming, demo) Контроль соответствия реализуемого функционала бизнес-целям Анализ результатов внедрения фич (метрики, обратная связь пользователей) Управление продуктовой/функциональной командой (при наличии) Требования Опыт работы в роли Product Manager / Product Owner / системного аналитика от 3–5 лет Практический опыт управления бэклогом и взаимодействия с разработкой Умение формализовать требования (user stories, use cases, BPMN/диаграммы — желательно) Понимание процессов разработки (Agile/Scrum/Kanban) Сильные коммуникативные навыки (работа с бизнесом и IT) Системное мышление и внимание к деталям Будет преимуществом: Опыт в сложных доменных продуктах (например, здравоохранение, гос. системы) Опыт работы с интеграциями Навыки работы с метриками продукта Мы предлагаем Работа над значимым продуктом с высокой нагрузкой и сложной логикой Влияние на качество и развитие продукта Профессиональную команду разработки и аналитики Конкурентную оплату труда Гибкие условия работы",,,3–6 лет,,https://almaty.hh.kz/vacancy/131919666
Middle iOS разработчик,,Алматы,АО Bank RBK,,"Опыт коммерческой разработки от 3 лет; Отличное знание Swift, UIKit, SwiftUI и CoreData; Понимание процесса управления памятью в iOS; Опыт работы с Git, знание git flow; Умение работать в команде; Английский язык на уровне чтения технической документации; Ответственно и качественно подходить к решению поставленных задач. Большим плюсом будет: Наличие проекта в Github Опубликованное в AppStore приложение Понимаете CI/CD. Опыт его настройки","Разработка и поддержка мобильного приложения под платформу iOS; Выявление и исправление ошибок разработки; Развитие проекта, добавление нового функционала;",,1–3 года,,https://almaty.hh.kz/vacancy/132567999
Senior Product Designer (fintech),,Ташкент,AVO.UZ,,"Опыт работы в крупных проектах от 3х лет и сильные кейсы в портфолио — круто, если это будет крупное агентство или IT-компания. Общее представление о технической стороне мобильной разработки. Знание гайдлайнов популярных мобильных платформ (iOS, Android). Уверенное владение Figma. Опыт работы с дизайн-системами (ставим большой плюс за умение их проектировать). Ещё один большой плюс — за знание Principle или AE. Опыт в проектировании интерфейсов мобильных приложений. Знание тенденций на рынке мобильных сервисов. Понимание, как технически работают веб - и нативные приложения. Нужно говорить с разработчиками на одном языке. В процессе интервью возможно будет предложено выполнить тестовое задание.",Совместная работа в команде над дизайн системами мобильных и вэб приложений. Помогать продуктовой команде делать интерфейсы доступными для всех пользователей. Создание и доработка дизайна финансовых мобильных и вэб приложений для различных платформ. Проектирование интерфейсов. Следить за передовыми технологиями в индустрии и внедрять лучшие практики.,,3–6 лет,,https://almaty.hh.kz/vacancy/132671468
IOS Developer,,Алматы,АО Нурбанк,,"Опыт работы от 3х лет. Swift, SwiftUI / UIKit. MVVM / VIPER / Clean Architecture. Работа с CoreData или Realm. Опыт интеграции REST API. Понимание мобильной безопасности и Keychain. Опыт взаимодействия с backend-командами.","Разработка нового мобильного приложения под iOS. Создание интерфейсов на SwiftUI / UIKit. Интеграция с backend через URLSession/Alamofire. Реализация авторизации по OAuth2/Keycloak, безопасности и KYC-процессов. Оптимизация приложений с использованием Instruments. Поддержка модульной архитектуры и участие в улучшении кода. Участие в проработке архитектуры приложения. Участие в ревью API и интеграционных схем. Поддержка требований и документации проекта. Предложение улучшений по UX и производительности.",,3–6 лет,,https://almaty.hh.kz/vacancy/131866825
Unity Developer,,,Itransition,,"We are looking for Unity Developers to join our team and contribute to the development of high-quality systems. You’ll work on exciting project, take part in shaping product architecture, and grow in a collaborative, agile environment. Requirements (Essential): 2+ years of experience in IT 1+ year of experience in Unity app development and ecosystem setup/maintenance Strong C# skills and solid understanding of OOP principles Ability to quickly get up to speed with existing codebase English proficiency sufficient for daily written and verbal communication Experience with building flexible and reusable systems Understanding of agile development practices (Scrum/Kanban) Experience working with version control systems (Git) Familiarity with software design documentation (UML, diagrams) Basic understanding of network protocols and client-server communication Nice to have: Experience with UI development Experience with debugging tools and practices iOS and/or Android development experience Knowledge of best practices such as TDD/BDD Experience with performance optimization At least 1 mobile title shipped to production We can offer: Projects for such clients as PayPal, Wargaming, Xerox, Philips, adidas and Toyota Competitive compensation that depends on your qualification and skills Career development system with clear skill qualifications Options to work remotely Compensation for medical expenses English courses online Corporate parties and events for employees and their children Internal conferences, workshops and meetups for learning and experience sharing Gym membership compensation, corporate sport competitions (cybersport included) 5 days of paid sick leave per year with no obligation to submit a sick-leave certificate",,,1–3 года,,https://almaty.hh.kz/vacancy/130467591
UI/UX Designer (Fintech / Crypto / Web + Mobile),от 3 000 $ за месяц,Алматы,"WTS Co.,Ltd",,"Привет! Мы ищем UI/UX-дизайнера в команду WTP Technology. Не просто «нарисуй экраны», а человека, который думает, строит и предлагает и получает удовольствие от того, что его работа реально влияет на продукт. Кто мы такие? Мы — международный финтех-сервис, предлагающий современные платёжные решения с поддержкой криптовалюты и мультивалютных пополнений. Наш продукт создан на каждый день — от обычных онлайн-покупок до повседневных трат офлайн в путешествиях и по всему миру. Мы помогаем пользователям из 170+ стран легко и быстро платить. Это инструмент, с которым человек платит легко и без боли: за кофе в Барселоне, подписку в Штатах, отель в Таиланде или просто в магазине у дома. Кого мы ищем Нам нужен дизайнер, который думает как продакт: понимает пользователя, работает с метриками и осознаёт, что красивый интерфейс — это тот, который приносит ценность пользователю и влияет на бизнес-результаты. Задачи Проектировать UX-флоу: onboarding, KYC, выпуск карт, пополнение счёта — продумывать каждый шаг пользователя Создавать интерфейсы для Web, Telegram Mini App, iOS и Android Анализировать пользовательское поведение, находить точки drop-off и устранять их Участвовать в growth-инициативах и A/B-тестах, напрямую влиять на конверсию и LTV Работать в связке с продактом, разработкой и аналитикой — без бюрократии и долгих согласований Мониторить тренды в финтехе и мобильных интерфейсах, предлагать инициативы Требования 5+ лет опыта в UI/UX дизайне Figma — уверенно, без оговорок Сильное продуктовое мышление, умение работать с задачами, а не только с экранами Понимание пользовательского поведения и UX-паттернов Опыт работы с аналитикой: метрики, воронки, поведенческие данные Хорошая насмотренность — понимание, что делает дизайн качественным Английский от Intermediate (читать документацию, общаться с командой) Будет плюсом Опыт в финтехе или крипто-проектах Работа с Telegram Mini Apps Знание iOS Human Interface Guidelines и Android Material Design Базовое понимание фронтенда — что реально реализуемо в разработке Отслеживание трендов финтех-индустрии Тестовое задание Мы не верим в многочасовые испытания и бесконечные этапы. Тестовое — компактное и по делу. Вы получите реальную продуктовую задачу из нашей области, по которой нужно будет предложить UX-решение и обосновать его. Мы оцениваем мышление, структуру подачи и умение думать про пользователя — а не количество экранов. Задание оплачивается и занимает не более 3–4 часов. Условия Зарплата: от $3 000 + бонусы в месяц в зависимости от уровня и скиллов кандидата + бонусы за результат Формат: удалённо или офис в Алматы — на ваш выбор. Команда: дружная, без лишней бюрократии, с прямым влиянием на продукт Проекты: реальные финтех-продукты с живыми пользователями из 170+ стран Рост: возможность влиять на продуктовые решения и видеть результат своей работы Если что-то откликнулось — отправляй резюме и пару слов о себе. Можно без официоза. WTP Technology",,,более 6 лет,,https://almaty.hh.kz/vacancy/132530805
Junior QA Engineer (Manual),,,ТОО Playrix,,,"анализ механик и пользовательского опыта, формулирование предложений по улучшению; активное участие в командных обсуждениях фич и изменений; ручное тестирование новых фич игры на платформах iOS, Android, MacOS, UWP; тестирование проекта в рамках регрессионных проверок; своевременное и качественное заведение дефектов в баг-трекер с описанием причин и влияния на продукт. Мы ожидаем: быстрый рост в геймдизайн, продюсирование или менеджмент; мобильный игровой опыт и искренний интерес к gamedev; проактивную позицию: умение не только находить проблему, но и предлагать решение; коммерческий опыт ручного тестирования от 6 месяцев; высшее образование; знание теории тестирования; Будет плюсом: понимание основ геймдизайна и аналитики; опыт работы с AI-инструментами; интерес к аналитике и продуктовым показателям. Мы предлагаем: Гибкость в работе: Для большинства позиций у нас гибкий график и удалённый формат работы. Мы ориентируемся на результат, а не на место или способ выполнения задач. Забота о здоровье и well-being: Предоставляем ДМС для сотрудников, их партнеров и детей, компенсируем онлайн-сессии с психологом. Сохраняем 100% зарплату во время отпуска или больничного без лишних справок. А для особых случаев предоставляем дополнительные выходные. Поддерживаем здоровый образ жизни и компенсируем покупку спортивных абонементов и подписку на фитнес-приложения. Развитие и обучение: Оплачиваем участие в профильных конференциях и курсах, проводим внутренние конференции. Компенсируем изучение иностранного языка. Ивенты и мерч: Регулярно проводим развлекательные и рабочие мероприятия в офлайн режиме: встречи команд, крупные корпоративные вечеринки и более лайтовые пати в офисах. Также регулярно проводим развлекательные конкурсы, квизы, хакатоны, спортивные челленджи в режиме онлайн. Собственный магазин мерча с внутренней валютой, где можно купить уникальные подарки. Валюту дарим на значимые даты, также ее можно заработать, участвуя в мероприятиях и брендовых активностях Отправляя отклик на нашу вакансию, вы соглашаетесь, что ваши персональные данные, собранные во время собеседований в Playrix, будут обрабатываться компанией.",,1–3 года,,https://almaty.hh.kz/vacancy/132109968
Mobile Developer (React Native),от 600 000 ₸ за месяц,Алматы,ТОО Транслайн Интернэшнл,,"Опыт React Native от 2+ лет Уверенное знание TypeScript Понимание архитектуры мобильных приложений Опыт работы с: REST API WebSocket состоянием (Redux / Zustand) Понимание жизненного цикла приложения (AppState, background tasks) Опыт публикации приложений (App Store / Google Play) Будет плюсом: Опыт с Expo Работа с нативными модулями (Swift / Kotlin) Опыт оптимизации производительности Знание gRPC Опыт работы с картами / GPS (очень релевантно для логистики) Мы предлагаем: Участие в продукте с реальным бизнесом (логистика + финансы + ЭДО) Влияние на архитектуру и ключевые решения Быстрые релизы без бюрократии Команду без “перекладывания ответственности” Официальное оформление График работы: 5/2 с 09.00-18.00 в офисе. ЗП от 600 000тг.","Разработка мобильного приложения (iOS / Android) на React Native Интеграция с backend (REST / gRPC через gateway) Реализация бизнес-фич: работа с документами (ЭДО) статусы заказов / перевозок уведомления и события Работа с push-уведомлениями и фоновыми задачами Оптимизация производительности (FPS, memory, network) Проработка UX совместно с дизайнером Участие в проектировании API вместе с backend-командой",,3–6 лет,,https://almaty.hh.kz/vacancy/132201643
Разработчик программного обеспечения,700 000 ₸ за месяц,Караганда,ТОО Explosion Solutions,,"Технические требования Full Stack (React / Node.js) Frontend: React 18+, хуки, жизненный цикл компонентов. Управление состоянием: Redux Toolkit или Zustand. TypeScript, HTML5, CSS3. Работа с REST API / GraphQL. Сборка: Vite или Webpack. React Native: React Native CLI и/или Expo. Навигация через React Navigation. Работа с нативными модулями iOS / Android. Push-уведомления через Firebase Cloud Messaging. Публикация в App Store и Google Play. Backend: Node.js: event loop, асинхронная модель. Фреймворки: NestJS (основной), Express или Fastify. Архитектура NestJS: модули, контроллеры, сервисы, guards, interceptors. Аутентификация: JWT, OAuth2. Проектирование REST API. Базы данных: PostgreSQL или MySQL: проектирование схем, сложные запросы, индексация, миграции. MongoDB — желательно. ORM: Prisma или TypeORM (для NestJS). Кэширование: Redis: кэширование запросов, сессий, очереди (BullMQ). Стратегии: cache-aside, write-through, TTL, инвалидация. HTTP-кэширование, CDN. Инфраструктура: Git, Docker, базовый Linux / bash, Nginx. CI/CD: GitHub Actions или GitLab CI. Тестирование: Jest / Vitest, React Testing Library. Опыт: от 3 лет коммерческой разработки Уровень: Middle / Senior",,,3–6 лет,,https://almaty.hh.kz/vacancy/131992479
QA Engineer Junior (Mobile),,,Adviva,,"Аналитический склад ума. Опыт тестирования API(JSON, REST API). Понимание процессов QA. Умение находить и читать логи на базовом уровне. Опыт работы с Postman, MySQL. Опыт тестирования мобильных приложений Android, iOS. Составление лаконичных баг-репортов и тест-кейсов. Будет плюсом опыт работы с платформами для управления логами(graylog/kibana) Наличие любых собственных устройств Android и iOS. Наличие Mac будет плюсом","Проводить функциональное, интеграционное, регрессионное тестирование и UI тестирование. Проводить тестирование на проде интеграций по чеклистам. Локализация, регистрация и проверка фикса дефектов на production окружении. Взаимодействие с командой поддержки по обращениям пользователей, валидация проблемы и определение причины неисправности, постановка задач на разработку. Взаимодействие с проектной командой (разработчики, аналитики, менеджеры, devops-инженеры, поддержка) по планируемым релизам, проверка нового продуктового функционала на проде. Проверка функционала по автоматическим отчетам об ошибках. Локализация ошибок и передача баг-репортов в команды разработки. Мониторинг ошибок на production.",,1–3 года,,https://almaty.hh.kz/vacancy/131985226
Senior IOS разработчик,,Алматы,ТОО Мобайл Телеком-Сервис (Объединенная Компания Tele2/Altel) | IT,,"Мы верим, что новое качество жизни можно нести через реализацию потенциала современных цифровых услуг. Мы первые третий год подряд по скорости и покрытию связи среди операторов Казахстана по версии Ookla. Мы также лучший работодатель страны по версии премии «HR-бренд Центральная Азия». Мы не боимся менять правила и ставить амбициозные задачи. Всегда требовательны к себе: результатом нашей работы пользуются друзья, близкие, миллионы абонентов по всей стране — и мы сами. У нас принято делиться знаниями, подходами в работе и удачными решениями. Поэтому мы устраиваем внутренние и внешние митапы, ездим с докладами по разным городам и странам. НУЖНО УМЕТЬ И ЛЮБИТЬ: Разрабатывать и развивать мобильные приложения на Swift (UIKit / SwiftUI); Проектировать архитектуру приложений с учётом масштабируемости и отказоустойчивости; Работать с сетевыми запросами (REST API, JSON, Codable), обрабатывать ошибки и обеспечивать стабильность; Реализовывать хранение данных (UserDefaults, Core Data), понимать принципы работы с данными на клиенте; Оптимизировать производительность и искать утечки памяти (Instruments); Работать с многопоточностью (Main Thread / background threads); Создавать модульную архитектуру (SPM, разделение на библиотеки); Работать с безопасностью (Keychain, биометрия, шифрование данных); Участвовать в полном цикле разработки: от реализации фич до релиза в App Store; Проводить code review, писать тесты, улучшать качество кода и архитектуры; Работать с UI/UX, включая анимации (Core Animation) и pixel-perfect реализацию интерфейсов. НАС ИНТЕРЕСУЕТ: Опыт коммерческой разработки iOS-приложений от 3 лет; Уверенное знание Swift, опыт работы с UIKit и/или SwiftUI; Опыт проектирования архитектуры приложений (MVC/MVVM/Clean и др.); Понимание принципов работы iOS (память, потоки, жизненный цикл приложения); Опыт интеграции с backend (API, авторизация, работа с данными); Опыт оптимизации производительности и работы с инструментами профилирования; Опыт написания автотестов (Unit / UI); Понимание CI/CD и процесса релизов в App Store;Базовое понимание backend / работы с данными (SQL, Firebase — как плюс); Внимание к деталям, ответственность за результат и умение работать в команде. ЗАРПЛАТА ЭТО ЕЩЕ НЕ ВСЁ Гибридный формат работы и гибкое начало рабочего дня; Профессиональное развитие: участие в митапах, тренингах, конференциях, демо-днях и хакатонах; Дополнительные 4 дня отпуска — итого 28 календарных дней за год; Годовой бонус по результатам достижения KPI; Корпоративная сотовая связь; Добровольная медицинская страховка со стоматологией и лекарствами с возможностью бесплатно добавить двух близких родственников; Фитнес-абонементы со скидкой и в рассрочку; Онлайн-платформа бесплатной психологической помощи; Доступ к корпоративной онлайн-библиотеке MyBook.  Теле2 — это территория возможностей. Здесь тебя примут таким, какой ты есть, поддержат, направят и откроют множество возможностей.",,,3–6 лет,,https://almaty.hh.kz/vacancy/132622556
