job_id,job_title,skills,experience_level,education_level,label,source,is_custom
a678417e,Cybersecurity Analyst,"linux, криптография, security, siem",Опыт работы от 1 до 3 лет,Высшее техническое образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
ff7fb0ab,Cybersecurity Analyst,"wireshark, уязвимости, защита данных, siem, security, appsec",Опыт более 6 лет,Высшее техническое образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
9d411986,Cybersecurity Analyst,"siem, linux, уязвимости, криптография, kali linux, wireshark",Опыт более 6 лет,Высшее образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
7cb1047b,Cybersecurity Analyst,"сети, информационная безопасность, soc, kali linux, защита данных, appsec, owasp, уязвимости",Без опыта,Не имеет значения,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
6b60bf45,Cybersecurity Analyst,"информационная безопасность, пентестер, kali linux, siem",Опыт работы от 1 до 3 лет,Среднее специальное образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
9a241c1e,Cybersecurity Analyst,"siem, security, bash, owasp, soc, appsec, защита данных",Опыт более 6 лет,Высшее техническое образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
fcd67e50,Cybersecurity Analyst,"bash, сети, owasp, защита данных, linux",Опыт более 6 лет,Высшее техническое образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
8aec6c3f,Cybersecurity Analyst,"безопасность, bash, сети, криптография, wireshark",Опыт работы от 1 до 3 лет,Высшее техническое образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
9fb2060b,Cybersecurity Analyst,"криптография, siem, информационная безопасность, уязвимости, bash, owasp",Без опыта,Студент,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
ce7a4660,Cybersecurity Analyst,"криптография, security, linux, siem, appsec",Опыт работы от 3 до 6 лет,Среднее специальное образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
2333df3e,Cybersecurity Analyst,"информационная безопасность, siem, защита данных, уязвимости, криптография, security",Без опыта,Высшее образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
67af3762,Cybersecurity Analyst,"security, защита данных, soc, linux, уязвимости, безопасность",Опыт более 6 лет,Студент,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
e61e87af,Cybersecurity Analyst,"пентестер, soc, security, linux, криптография, siem",Опыт работы от 3 до 6 лет,Высшее образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
8f39283a,Cybersecurity Analyst,"owasp, пентестер, kali linux, security, siem",Опыт работы от 1 до 3 лет,Высшее техническое образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
4f6b06b2,Cybersecurity Analyst,"appsec, сети, owasp, security",Без опыта,Высшее техническое образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
0191fde4,Cybersecurity Analyst,"owasp, kali linux, siem, защита данных, wireshark, сети",Опыт работы от 3 до 6 лет,Не имеет значения,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
87c8feb4,Cybersecurity Analyst,"уязвимости, owasp, kali linux, защита данных, bash, криптография, soc",Опыт более 6 лет,Не имеет значения,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
24346533,Cybersecurity Analyst,"kali linux, owasp, информационная безопасность, security",Опыт работы от 3 до 6 лет,Высшее техническое образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
55398b22,Cybersecurity Analyst,"kali linux, безопасность, защита данных, owasp, сети, криптография, linux",Опыт работы от 3 до 6 лет,Высшее образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
7a798a11,Cybersecurity Analyst,"soc, криптография, kali linux, security, уязвимости, appsec, пентестер",Опыт более 6 лет,Высшее техническое образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
cb8f41c1,Cybersecurity Analyst,"security, информационная безопасность, owasp, siem",Опыт работы от 3 до 6 лет,Высшее образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
97375205,Cybersecurity Analyst,"owasp, linux, bash, пентестер, security",Опыт более 6 лет,Не имеет значения,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
47816abf,Cybersecurity Analyst,"криптография, безопасность, security, bash, kali linux, soc",Без опыта,Среднее специальное образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
03778c00,Cybersecurity Analyst,"linux, пентестер, appsec, security",Без опыта,Студент,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
fd982a65,Cybersecurity Analyst,"owasp, безопасность, appsec, bash, защита данных, сети, kali linux, пентестер",Опыт работы от 1 до 3 лет,Высшее техническое образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
2a01d4e6,Cybersecurity Analyst,"сети, security, информационная безопасность, wireshark, siem, owasp, пентестер, криптография",Опыт более 6 лет,Среднее специальное образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
f9ca9caf,Cybersecurity Analyst,"защита данных, security, owasp, информационная безопасность",Опыт работы от 1 до 3 лет,Студент,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
c50ab2b1,Cybersecurity Analyst,"siem, безопасность, linux, soc, пентестер, сети, уязвимости",Без опыта,Студент,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
3d96ad73,Cybersecurity Analyst,"security, wireshark, siem, защита данных, bash",Опыт работы от 1 до 3 лет,Высшее образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
56083eb2,Cybersecurity Analyst,"siem, soc, wireshark, kali linux, owasp, сети, bash",Опыт более 6 лет,Среднее специальное образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
38e6f371,Cybersecurity Analyst,"siem, сети, защита данных, wireshark, kali linux, уязвимости, безопасность, криптография",Опыт работы от 3 до 6 лет,Высшее образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
7f0db7b5,Cybersecurity Analyst,"security, уязвимости, защита данных, siem, bash, owasp",Опыт работы от 1 до 3 лет,Высшее техническое образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
24d65341,Cybersecurity Analyst,"криптография, bash, пентестер, защита данных, soc, сети, siem, owasp",Опыт более 6 лет,Не имеет значения,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
c1ed07ee,Cybersecurity Analyst,"bash, security, soc, уязвимости, информационная безопасность, owasp, kali linux, защита данных",Опыт работы от 1 до 3 лет,Высшее образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
458a9178,Cybersecurity Analyst,"уязвимости, owasp, защита данных, безопасность, криптография, appsec",Опыт работы от 1 до 3 лет,Студент,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
e380c58e,Cybersecurity Analyst,"wireshark, security, bash, криптография, kali linux",Опыт более 6 лет,Высшее техническое образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
3fdce2eb,Cybersecurity Analyst,"информационная безопасность, пентестер, bash, owasp, security, защита данных, linux",Опыт работы от 3 до 6 лет,Высшее техническое образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
bd3e451d,Cybersecurity Analyst,"owasp, kali linux, appsec, soc, сети, linux, siem, пентестер",Опыт более 6 лет,Студент,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
4c8eef50,Cybersecurity Analyst,"owasp, уязвимости, kali linux, сети, защита данных, siem, linux",Опыт более 6 лет,Высшее образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
5450c16b,Cybersecurity Analyst,"appsec, siem, linux, информационная безопасность, security, пентестер",Опыт работы от 3 до 6 лет,Не имеет значения,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
d83bf67f,Cybersecurity Analyst,"защита данных, wireshark, пентестер, криптография",Опыт работы от 1 до 3 лет,Высшее техническое образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
64ff85f9,Cybersecurity Analyst,"защита данных, wireshark, пентестер, appsec, linux, информационная безопасность, безопасность, криптография",Опыт более 6 лет,Студент,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
6a2541a6,Cybersecurity Analyst,"bash, уязвимости, пентестер, security, siem, appsec",Опыт более 6 лет,Не имеет значения,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
29fc8dfc,Cybersecurity Analyst,"защита данных, пентестер, криптография, siem, kali linux",Опыт работы от 1 до 3 лет,Высшее техническое образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
22484e3e,Cybersecurity Analyst,"bash, пентестер, защита данных, appsec, kali linux, linux, siem, wireshark",Опыт работы от 1 до 3 лет,Высшее образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
14c6ba75,Cybersecurity Analyst,"криптография, security, soc, информационная безопасность, безопасность, appsec, wireshark, siem",Без опыта,Среднее специальное образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
94d4c6cb,Cybersecurity Analyst,"siem, kali linux, linux, security, bash, информационная безопасность",Без опыта,Среднее специальное образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
706acb28,Cybersecurity Analyst,"защита данных, soc, уязвимости, owasp, security",Опыт более 6 лет,Среднее специальное образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
6496dcef,Cybersecurity Analyst,"linux, appsec, пентестер, wireshark, kali linux, security",Без опыта,Высшее образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
9f9c5e9c,Cybersecurity Analyst,"уязвимости, linux, криптография, owasp",Без опыта,Студент,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
f41a5432,Cybersecurity Analyst,"безопасность, защита данных, уязвимости, linux",Опыт более 6 лет,Не имеет значения,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
e9541cd7,Cybersecurity Analyst,"wireshark, защита данных, bash, security, криптография, уязвимости, информационная безопасность, siem",Опыт работы от 3 до 6 лет,Не имеет значения,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
58339ed0,Cybersecurity Analyst,"kali linux, информационная безопасность, linux, siem, owasp, уязвимости, пентестер, appsec",Опыт работы от 1 до 3 лет,Не имеет значения,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
4cb11715,Cybersecurity Analyst,"soc, kali linux, appsec, wireshark, linux",Опыт более 6 лет,Не имеет значения,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
39d953b3,Cybersecurity Analyst,"bash, пентестер, appsec, owasp",Без опыта,Среднее специальное образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
9548616b,Cybersecurity Analyst,"защита данных, bash, kali linux, owasp, безопасность",Без опыта,Высшее техническое образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
c1f8583d,Cybersecurity Analyst,"security, bash, защита данных, soc, безопасность, wireshark",Без опыта,Не имеет значения,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
2602df4c,Cybersecurity Analyst,"защита данных, сети, siem, bash, kali linux",Опыт работы от 3 до 6 лет,Высшее техническое образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
686c5533,Cybersecurity Analyst,"siem, уязвимости, security, linux, appsec, soc, bash",Опыт работы от 1 до 3 лет,Среднее специальное образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
bb5e1868,Cybersecurity Analyst,"информационная безопасность, appsec, защита данных, security, пентестер",Опыт работы от 1 до 3 лет,Не имеет значения,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
37dd5d68,Cybersecurity Analyst,"wireshark, bash, owasp, информационная безопасность, security",Опыт работы от 3 до 6 лет,Не имеет значения,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
63524ffd,Cybersecurity Analyst,"уязвимости, linux, kali linux, security, безопасность, криптография, wireshark",Опыт более 6 лет,Высшее техническое образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
f80e2853,Cybersecurity Analyst,"безопасность, сети, wireshark, linux, уязвимости, kali linux, owasp, защита данных",Без опыта,Студент,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
836f31f1,Cybersecurity Analyst,"пентестер, защита данных, security, уязвимости, kali linux",Опыт более 6 лет,Не имеет значения,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
85efe219,Cybersecurity Analyst,"bash, информационная безопасность, security, siem, wireshark",Опыт более 6 лет,Среднее специальное образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
74ef6637,Cybersecurity Analyst,"пентестер, bash, kali linux, siem, appsec",Опыт работы от 3 до 6 лет,Среднее специальное образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
8f4b473c,Cybersecurity Analyst,"wireshark, уязвимости, сети, kali linux, security, защита данных",Без опыта,Высшее образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
6fc992e7,Cybersecurity Analyst,"уязвимости, linux, bash, wireshark, информационная безопасность, owasp, пентестер, сети",Опыт работы от 3 до 6 лет,Среднее специальное образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
f35227e1,Cybersecurity Analyst,"security, безопасность, kali linux, appsec, siem, защита данных, криптография, информационная безопасность",Без опыта,Не имеет значения,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
c5d600b8,Cybersecurity Analyst,"appsec, siem, kali linux, безопасность, сети",Опыт работы от 3 до 6 лет,Не имеет значения,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
72817635,Cybersecurity Analyst,"защита данных, безопасность, пентестер, сети, owasp, bash",Опыт более 6 лет,Высшее техническое образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
c266295d,Cybersecurity Analyst,"информационная безопасность, сети, защита данных, пентестер",Опыт более 6 лет,Среднее специальное образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
fea5dcb5,Cybersecurity Analyst,"appsec, сети, уязвимости, owasp, пентестер",Опыт работы от 1 до 3 лет,Не имеет значения,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
75f2c4bd,Cybersecurity Analyst,"wireshark, soc, kali linux, linux",Опыт более 6 лет,Не имеет значения,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
6921a34a,Cybersecurity Analyst,"bash, информационная безопасность, сети, kali linux, криптография",Опыт работы от 3 до 6 лет,Среднее специальное образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
10e5dfe9,Cybersecurity Analyst,"owasp, уязвимости, wireshark, сети, siem, bash",Опыт более 6 лет,Среднее специальное образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
2bbf6fd4,Cybersecurity Analyst,"kali linux, security, owasp, wireshark, пентестер, защита данных, bash",Без опыта,Среднее специальное образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
fb0b996b,Cybersecurity Analyst,"сети, security, информационная безопасность, kali linux, appsec, wireshark, bash, owasp",Опыт работы от 1 до 3 лет,Не имеет значения,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
dcf4af75,Cybersecurity Analyst,"пентестер, appsec, информационная безопасность, owasp, сети",Опыт более 6 лет,Студент,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
5ea5b189,Cybersecurity Analyst,"appsec, криптография, siem, уязвимости",Без опыта,Не имеет значения,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
cb607db3,Cybersecurity Analyst,"сети, siem, security, kali linux, информационная безопасность, пентестер",Без опыта,Среднее специальное образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
553f9dbe,Cybersecurity Analyst,"безопасность, wireshark, информационная безопасность, appsec, защита данных",Опыт более 6 лет,Среднее специальное образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
e6255157,Cybersecurity Analyst,"безопасность, защита данных, security, уязвимости, криптография",Без опыта,Студент,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
0076c418,Cybersecurity Analyst,"информационная безопасность, owasp, пентестер, безопасность, сети",Без опыта,Студент,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
bb3c8ac9,Cybersecurity Analyst,"security, soc, пентестер, bash, криптография",Без опыта,Высшее образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
633d2e46,Cybersecurity Analyst,"wireshark, сети, bash, soc",Опыт работы от 3 до 6 лет,Студент,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
349e60c0,Cybersecurity Analyst,"защита данных, linux, siem, информационная безопасность, криптография",Без опыта,Студент,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
77697807,Cybersecurity Analyst,"wireshark, сети, appsec, security, информационная безопасность, уязвимости",Опыт работы от 3 до 6 лет,Среднее специальное образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
f284c7ef,Cybersecurity Analyst,"сети, wireshark, уязвимости, bash, безопасность, защита данных",Опыт работы от 1 до 3 лет,Высшее образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
d16ca899,Cybersecurity Analyst,"linux, wireshark, пентестер, информационная безопасность, kali linux",Опыт работы от 1 до 3 лет,Высшее техническое образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
1db2a5b2,Cybersecurity Analyst,"wireshark, kali linux, soc, owasp, уязвимости, безопасность, пентестер, bash",Опыт работы от 3 до 6 лет,Высшее техническое образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
40ceb710,Cybersecurity Analyst,"информационная безопасность, пентестер, kali linux, безопасность, сети, siem, wireshark, linux",Опыт более 6 лет,Среднее специальное образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
8b8e2643,Cybersecurity Analyst,"криптография, уязвимости, soc, kali linux, защита данных, siem",Опыт более 6 лет,Среднее специальное образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
e0aef50d,Cybersecurity Analyst,"wireshark, linux, security, bash, защита данных",Опыт работы от 3 до 6 лет,Высшее образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
a58dfc20,Cybersecurity Analyst,"owasp, kali linux, bash, appsec, криптография, security, информационная безопасность, soc",Без опыта,Студент,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
6e8e5daa,Cybersecurity Analyst,"уязвимости, security, криптография, linux, appsec, сети",Опыт работы от 1 до 3 лет,Высшее техническое образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
c81cef07,Cybersecurity Analyst,"уязвимости, kali linux, безопасность, security, wireshark",Опыт работы от 3 до 6 лет,Высшее образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
ae0437a2,Cybersecurity Analyst,"bash, siem, сети, уязвимости, soc, безопасность, информационная безопасность",Опыт более 6 лет,Не имеет значения,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
d4061650,Cybersecurity Analyst,"security, appsec, защита данных, siem, soc, криптография, пентестер",Опыт более 6 лет,Высшее техническое образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
098f69a0,Cybersecurity Analyst,"appsec, security, безопасность, сети",Опыт более 6 лет,Студент,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
0bd5e82c,Cybersecurity Analyst,"soc, wireshark, пентестер, appsec, криптография, сети, защита данных, bash",Опыт работы от 3 до 6 лет,Студент,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
e924b2df,Cybersecurity Analyst,"уязвимости, appsec, информационная безопасность, security, owasp, криптография, wireshark, linux",Без опыта,Высшее образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
a74c5edd,Cybersecurity Analyst,"уязвимости, криптография, bash, linux, защита данных, siem, owasp",Опыт работы от 3 до 6 лет,Среднее специальное образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
24892011,Cybersecurity Analyst,"безопасность, сети, appsec, linux, soc",Опыт работы от 3 до 6 лет,Среднее специальное образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
1e1715a3,Cybersecurity Analyst,"уязвимости, security, сети, soc",Без опыта,Высшее техническое образование,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
a5d4f459,Cybersecurity Analyst,"информационная безопасность, сети, безопасность, kali linux, защита данных",Без опыта,Студент,Cybersecurity Analyst,hh_parser_custom_jobs.csv,yes
be63e27d,Data Scientist,"data science, нейросети, математика, deep learning, scikit-learn",Без опыта,Студент,Data Scientist,hh_parser_custom_jobs.csv,yes
9a9e01ce,Data Scientist,"computer vision, ml, deep learning, pytorch, python, scikit-learn",Опыт работы от 1 до 3 лет,Не имеет значения,Data Scientist,hh_parser_custom_jobs.csv,yes
35a14476,Data Scientist,"computer vision, machine learning, ml, data science, нейросети, статистика",Без опыта,Высшее образование,Data Scientist,hh_parser_custom_jobs.csv,yes
99c004ff,Data Scientist,"machine learning, computer vision, nlp, pytorch, tensorflow, ml",Опыт работы от 3 до 6 лет,Студент,Data Scientist,hh_parser_custom_jobs.csv,yes
b8e02630,Data Scientist,"nlp, scikit-learn, pytorch, computer vision, pandas, tensorflow, deep learning",Опыт работы от 3 до 6 лет,Не имеет значения,Data Scientist,hh_parser_custom_jobs.csv,yes
2d1f1ac0,Data Scientist,"machine learning, нейросети, scikit-learn, математика, ml, data science, python",Без опыта,Студент,Data Scientist,hh_parser_custom_jobs.csv,yes
c60ea0ef,Data Scientist,"machine learning, математика, нейросети, tensorflow, scikit-learn, pytorch",Опыт работы от 1 до 3 лет,Среднее специальное образование,Data Scientist,hh_parser_custom_jobs.csv,yes
d10e6e12,Data Scientist,"ml, python, deep learning, статистика",Опыт более 6 лет,Не имеет значения,Data Scientist,hh_parser_custom_jobs.csv,yes
50a68ad4,Data Scientist,"статистика, ml, scikit-learn, pytorch, nlp, математика",Опыт работы от 1 до 3 лет,Студент,Data Scientist,hh_parser_custom_jobs.csv,yes
5d7df884,Data Scientist,"deep learning, статистика, python, математика, machine learning, computer vision",Без опыта,Высшее техническое образование,Data Scientist,hh_parser_custom_jobs.csv,yes
963f6c5d,Data Scientist,"deep learning, pandas, data science, computer vision, pytorch, ml, machine learning, nlp",Опыт более 6 лет,Студент,Data Scientist,hh_parser_custom_jobs.csv,yes
75215c63,Data Scientist,"nlp, scikit-learn, deep learning, data science, python, нейросети",Опыт работы от 3 до 6 лет,Высшее образование,Data Scientist,hh_parser_custom_jobs.csv,yes
46e170c6,Data Scientist,"data science, pytorch, статистика, deep learning, machine learning, ml, scikit-learn, computer vision",Опыт работы от 3 до 6 лет,Студент,Data Scientist,hh_parser_custom_jobs.csv,yes
f518ee82,Data Scientist,"pytorch, статистика, data science, ml",Опыт более 6 лет,Среднее специальное образование,Data Scientist,hh_parser_custom_jobs.csv,yes
55e77d3a,Data Scientist,"pytorch, machine learning, scikit-learn, математика, статистика, tensorflow, pandas",Опыт работы от 3 до 6 лет,Высшее образование,Data Scientist,hh_parser_custom_jobs.csv,yes
47b7fb34,Data Scientist,"tensorflow, pandas, python, nlp, ml, machine learning, нейросети, scikit-learn",Опыт более 6 лет,Студент,Data Scientist,hh_parser_custom_jobs.csv,yes
