job_id,job_title,skills,experience_level,education_level,label,source,is_custom
8a311254,Тестировщик (манульное),"sql, postgresql, ci/cd, ui/ux, cypress",От 3 до 6 лет,Not Specified,QA Engineer,hh,no
5793fb73,QA Engineer (Middle+),"kubernetes, ci/cd, cypress",От 1 года до 3 лет,Not Specified,QA Engineer,hh,no
a23b83d0,"Fullstack-разработчик (PostgreSQL, Java , Vue.js)","java, javascript, typescript, vue, spring, postgresql, css, sass",Более 6 лет,Not Specified,Frontend Developer,hh,no
ce48dca0,QA Engineer in Almaty,sql,От 1 года до 3 лет,Not Specified,QA Engineer,hh,no
fb3ecda5,QA AI specialist,"python, sql, docker, git, ml",От 1 года до 3 лет,Not Specified,QA Engineer,hh,no
b73e8ba8,Automation QA Middle Engineer,"python, javascript, sql, ci/cd",От 3 до 6 лет,Not Specified,QA Engineer,hh,no
92969ba4,Тестировщик Colvir,"sql, postgresql",Более 6 лет,Высшее образование,QA Engineer,hh,no
8f86e088,QA Automation Engineer (JavaScript),"javascript, cypress, jest",От 3 до 6 лет,Not Specified,QA Engineer,hh,no
d86d1a84,Manual QA Engineer,"sql, git",От 1 года до 3 лет,Not Specified,QA Engineer,hh,no
9f83554e,Инженер-тестировщик (QA engineer),linux,От 1 года до 3 лет,Высшее образование,QA Engineer,hh,no
e87663be,Тестировщик (middle/middle+) в интернет-магазин,"python, docker, ci/cd, git, figma",От 1 года до 3 лет,Not Specified,QA Engineer,hh,no
bbdc872b,Full Stack Test Engineer Trainee,sql,Более 6 лет,Not Specified,Full Stack Developer,hh,no
4ec088db,QA тестировщик,"sql, cypress",От 3 до 6 лет,Not Specified,QA Engineer,hh,no
0febbc7e,Backend Tech Lead,"python, php, mysql, docker, ci/cd, git, bash",От 3 до 6 лет,Not Specified,Backend Developer,hh,no
6b2d1e25,Программист-тестировщик (QA Engineer),"python, java, javascript",От 1 года до 3 лет,Not Specified,QA Engineer,hh,no
427cc3c0,QA Automation Engineer (Kotlin\Java),"java, ci/cd, git",Без опыта,Not Specified,QA Engineer,hh,no
d8da40f0,QA-инженер,"sql, ci/cd, cypress",От 1 года до 3 лет,Not Specified,QA Engineer,hh,no
25299576,Manual QA инженер (Офис),"java, javascript, sql, html, css",Без опыта,Not Specified,QA Engineer,hh,no
36fa4788,QA engineer,"python, kafka, docker, linux",Без опыта,Not Specified,QA Engineer,hh,no
fbb23f04,QA инженер,"sql, git",Без опыта,Not Specified,QA Engineer,hh,no
732c915e,QA Automation Engineer в офис Алматы,"javascript, ci/cd, git, linux",От 3 до 6 лет,Not Specified,QA Engineer,hh,no
826646ad,QA тестировщик (Autotesting),sql,От 1 года до 3 лет,Высшее образование,QA Engineer,hh,no
68d1e20a,.NET Developer (C#),".net, sql, postgresql, redis, kafka, rabbitmq, kubernetes, ci/cd",От 1 года до 3 лет,Not Specified,Backend Developer,hh,no
df05260a,Тестировщик Управления тестирования и контроля качества Департамент корпоративной архитектуры,"python, java, javascript, sql, html, css",Более 6 лет,Not Specified,QA Engineer,hh,no
22992256,Senior QA Test Automation Engineer,"java, sql, ci/cd",Без опыта,Not Specified,QA Engineer,hh,no
48a89236,Middle QA Engineer,"sql, docker, ci/cd, git, linux, figma",Более 6 лет,Not Specified,QA Engineer,hh,no
776e93ff,Manual QA Engineer (Junior),git,От 1 года до 3 лет,Not Specified,QA Engineer,hh,no
204b0a26,QA-инженер,"sql, postgresql",Без опыта,Not Specified,QA Engineer,hh,no
f731cabe,Senior Performance QA Engineer,"java, ci/cd",Более 6 лет,Not Specified,QA Engineer,hh,no
377bf184,Android Developer,"ci/cd, git",От 3 до 6 лет,Not Specified,Mobile Developer,hh,no
899a0df2,QA Engineer,"python, java, javascript",От 1 года до 3 лет,Not Specified,QA Engineer,hh,no
c2ccd029,Middle QA Engineer,"python, sql, postgresql, ci/cd",От 3 до 6 лет,Not Specified,QA Engineer,hh,no
3ac56241,Manual QA инженер (Middle),"sql, kafka, ci/cd",Более 6 лет,Not Specified,QA Engineer,hh,no
0c6bed07,QA Engineer,angular,От 1 года до 3 лет,Not Specified,QA Engineer,hh,no
f6d978fb,QA Automation Engineer (Mobile),"javascript, sql, git",От 1 года до 3 лет,Not Specified,QA Engineer,hh,no
9ce9365c,QA Engineer Junior (Mobile),mysql,От 1 года до 3 лет,Not Specified,QA Engineer,hh,no
a6d2a1df,Тестировщик Colvir,sql,От 1 года до 3 лет,Not Specified,QA Engineer,hh,no
358af338,QA engineer,"ci/cd, ml",От 1 года до 3 лет,Not Specified,QA Engineer,hh,no
1b4ad4f1,"QA Engineer (onsite, Almaty)","sql, ci/cd",Более 6 лет,Not Specified,QA Engineer,hh,no
c0e59c96,QA-инженер / Тестировщик мобильных приложений,figma,Без опыта,Not Specified,QA Engineer,hh,no
f10bd680,QA Engineer,"java, ci/cd, git",От 1 года до 3 лет,Not Specified,QA Engineer,hh,no
a854aaf3,QA инженер Middle/Middle+,"python, sql, postgresql, ci/cd",Без опыта,Not Specified,QA Engineer,hh,no
f9942aec,Full-stack разработчик (Middle),"python, fastapi, django, git",От 3 до 6 лет,Not Specified,Full Stack Developer,hh,no
0ce98e57,QA manual/Ручной тестировщик Алматы (офис),"sql, mysql, linux",От 3 до 6 лет,Not Specified,QA Engineer,hh,no
7796337f,Support & QA Engineer,sql,От 1 года до 3 лет,Not Specified,QA Engineer,hh,no
6bb630b8,Видеограф / Motion-дизайнер (Full-stack контент-мейкер),figma,От 3 до 6 лет,Not Specified,Full Stack Developer,hh,no
555f75ef,UI/UX Designer (Fintech / Crypto / Web + Mobile),"figma, ui/ux",От 1 года до 3 лет,Not Specified,Mobile Developer,hh,no
1caadbd6,Frontend-разработчик,"javascript, typescript, angular, git, html, css, figma",Без опыта,Not Specified,Frontend Developer,hh,no
51ba8883,General/Full-Stack QA - specialist,"javascript, docker, ci/cd, figma",От 1 года до 3 лет,Not Specified,Full Stack Developer,hh,no
37225258,Senior Full Stack Developer / Product Engineer,"python, javascript, typescript, php, react, vue, postgresql, mysql",От 1 года до 3 лет,Not Specified,Full Stack Developer,hh,no
7a44c7f5,Data Analyst / Product Owner,"python, sql",От 1 года до 3 лет,Not Specified,Data Analyst,hh,no
a2d8411e,Senior Machine Learning Engineer,"python, fastapi, sql, postgresql, redis, docker, kubernetes, ci/cd, git, ml, data science",От 1 года до 3 лет,Not Specified,Data Scientist,hh,no
3d2cedd1,Data engineer (Middle),"python, sql, postgresql, redis, kafka, docker, git, linux, ml",Без опыта,Not Specified,Data Engineer,hh,no
1bacecbd,Middle/Senior NLP Engineer,"python, sql, docker, kubernetes, ml, pandas, numpy, pytorch",Более 6 лет,Not Specified,Data Scientist,hh,no
78b20157,ML Engineer (NLP / RAG),"python, fastapi, ml",От 1 года до 3 лет,Not Specified,Data Scientist,hh,no
1a55d6d2,Начальник отдела аналитики (DWH),"python, sql, ml, data science",Без опыта,Высшее образование,Data Engineer,hh,no
995822d0,Senior Data Engineer (Greenplum),"sql, kafka, ml",От 3 до 6 лет,Not Specified,Data Engineer,hh,no
0a132c80,Full-Stack Developer (Python / TypeScript),"python, typescript, react, fastapi, sql, postgresql, redis, kafka, docker, kubernetes, ci/cd, ml, tailwind",От 1 года до 3 лет,Not Specified,Full Stack Developer,hh,no
39b4321b,Middle ML engineer,"python, fastapi, postgresql, redis, kafka, docker, ml, pytorch",Более 6 лет,Not Specified,Data Scientist,hh,no
efb5de44,"ML-инженер (рекомендательные системы, ALS/ANN)","python, fastapi, sql, redis, kafka",От 3 до 6 лет,Not Specified,Data Scientist,hh,no
d9207fba,"NLP Engineer (ML-Engineer) в проект ""Чат-бот""","ci/cd, ml",От 1 года до 3 лет,Not Specified,Data Scientist,hh,no
f7484341,Middle / Senior NLP Engineer,"sql, docker, kubernetes, ml",Без опыта,Not Specified,Data Scientist,hh,no
a6836f76,Computer Vision/ML Engineer для запуска проекта (реал-тайм видеоанализ),"python, postgresql, docker, pytorch, tensorflow",От 1 года до 3 лет,Not Specified,Data Scientist,hh,no
ce6643ca,MLOps/DevOps Specialist,"python, docker, kubernetes, ci/cd, linux, bash, ansible, terraform, ml",Без опыта,Not Specified,Data Scientist,hh,no
fdd4647f,Data Engineer,"python, sql, postgresql, ml, pandas",Более 6 лет,Not Specified,Data Engineer,hh,no
0b843f43,Senior ML Engineer (LLM / RAG),"python, fastapi, sql, elasticsearch, docker, ci/cd, ml",Более 6 лет,Not Specified,Data Scientist,hh,no
ad678137,Middle Data Engineer (Отдел развития и внедрения AI),"python, sql, postgresql, kafka, ml, data science, pandas",От 1 года до 3 лет,Not Specified,Data Engineer,hh,no
15278f54,Senior AI / ML Engineer (Applied AI Systems Lead),"python, fastapi, sql, docker, kubernetes, ml, pandas",Без опыта,Not Specified,Data Scientist,hh,no
241c3936,ML Engineer / CV Engineer,"python, pytorch, tensorflow",От 1 года до 3 лет,Not Specified,Data Scientist,hh,no
8a7556c7,Senior/Middle DevOps инженер,"python, kafka, docker, kubernetes, ci/cd, linux, bash, ansible, terraform, ml",От 3 до 6 лет,Not Specified,DevOps Engineer,hh,no
ff9e0bb9,C++ Разработчик робототехники (Unitree / ROS2),"python, c++, docker, git, linux, ml",От 1 года до 3 лет,Not Specified,Backend Developer,hh,no
1ebd2a56,Senior Data Engineer,"sql, ml",Более 6 лет,Not Specified,Data Engineer,hh,no
6bb535b5,DevOps Engineer,"docker, kubernetes, ci/cd, linux, ansible, terraform",От 1 года до 3 лет,Not Specified,DevOps Engineer,hh,no
296c9265,Support / DevOps Engineer,"python, javascript, typescript, react, express, sql, postgresql, docker, git, linux, bash",Без опыта,Not Specified,DevOps Engineer,hh,no
c5c8db10,DevOps Trainee,"ci/cd, linux",От 3 до 6 лет,Not Specified,DevOps Engineer,hh,no
6055cbef,Senior DevOps инженер,"kubernetes, ci/cd, terraform",От 3 до 6 лет,Not Specified,DevOps Engineer,hh,no
91ac0687,Team Lead DevOps engineer,"redis, ci/cd, linux, bash, ansible",От 3 до 6 лет,Not Specified,DevOps Engineer,hh,no
b3645782,Team Lead DevOps / Infrastructure Engineer,"postgresql, rabbitmq, docker, kubernetes, ci/cd, linux",От 3 до 6 лет,Not Specified,DevOps Engineer,hh,no
c70fe8b9,DevOps-разработчик,"python, docker, kubernetes, ci/cd, linux, bash, ansible, terraform",От 3 до 6 лет,Not Specified,DevOps Engineer,hh,no
28c5dc1c,DevOps Engineer/L2,"mysql, mongodb, redis, kafka, rabbitmq, kubernetes, ci/cd, linux",Без опыта,Not Specified,DevOps Engineer,hh,no
b50e9609,DevOps Engineer,"docker, ci/cd, linux",Более 6 лет,Not Specified,DevOps Engineer,hh,no
47319958,Стажер Support Engineer/ DevOps (IoT/Linux),"docker, linux, bash",Более 6 лет,Not Specified,DevOps Engineer,hh,no
dba697d1,DevOps Engineer,"python, sql, docker, kubernetes, ci/cd, bash, ansible, terraform",От 1 года до 3 лет,Not Specified,DevOps Engineer,hh,no
d95a548c,DevOps инженер (Команда анализа данных),"python, sql, kubernetes, ci/cd, bash",Без опыта,Not Specified,DevOps Engineer,hh,no
c1dc66a8,DevOps - инженер,"python, java, go, postgresql, docker, kubernetes, ci/cd, linux, bash",Более 6 лет,Not Specified,DevOps Engineer,hh,no
ced29e79,Middle Data Engineer,"python, fastapi, sql, postgresql, docker, ci/cd, git, pandas",Более 6 лет,Высшее образование,Data Engineer,hh,no
090a7eb6,DevOps / SysAdmin,"postgresql, docker, k8s, ci/cd, linux, bash, ansible, terraform",От 3 до 6 лет,Not Specified,DevOps Engineer,hh,no
099474ad,DevOps-инженер,"python, docker, kubernetes, ci/cd, git, linux, bash, ansible, terraform",От 1 года до 3 лет,Not Specified,DevOps Engineer,hh,no
2fb0121a,Senior DevOps Engineer,"python, go, docker, kubernetes, ci/cd, git, linux, bash, ansible, terraform",Без опыта,Not Specified,DevOps Engineer,hh,no
a64609bd,DevOps-инженер,"python, docker, kubernetes, ci/cd, git, linux, bash, ansible, terraform",От 1 года до 3 лет,Not Specified,DevOps Engineer,hh,no
42d31d88,DevOps Engineer,"postgresql, mongodb, kafka, docker, kubernetes, linux, ansible, terraform",От 1 года до 3 лет,Not Specified,DevOps Engineer,hh,no
34daefea,Software Engineer in DevOps \ Инженер-программист в области DevOps,"python, go, docker, kubernetes, git, linux, ansible, terraform",От 3 до 6 лет,Not Specified,DevOps Engineer,hh,no
ad5f9934,Senior DevOps инженер / Направление моделирования и внутренней валидации,"postgresql, docker, kubernetes, k8s, ci/cd, ml, data science",От 1 года до 3 лет,Not Specified,DevOps Engineer,hh,no
4f9d98d2,Старший DevOps инженер,"docker, kubernetes, ci/cd, linux",От 1 года до 3 лет,Not Specified,DevOps Engineer,hh,no
b7361c67,Senior DevOps engineer,"kubernetes, ci/cd, linux",От 1 года до 3 лет,Not Specified,DevOps Engineer,hh,no
94a7104e,Senior DevOps-инженер,ci/cd,От 1 года до 3 лет,Not Specified,DevOps Engineer,hh,no
4aa5129e,DevOps-инженер,"javascript, php, docker, kubernetes, ci/cd, git, linux",Без опыта,Not Specified,DevOps Engineer,hh,no
059a1fa0,Middle DevOps Engineer,"docker, ci/cd, git, linux, ansible, terraform",Без опыта,Not Specified,DevOps Engineer,hh,no
4aeffcc7,DevOps инженер (Middle / Senior),"sql, postgresql, redis, rabbitmq, docker, kubernetes, ci/cd, linux, ansible",От 3 до 6 лет,Not Specified,DevOps Engineer,hh,no
73a56b2f,Software Engineer in DevOps \ Инженер-программист в области DevOps,"python, go, docker, kubernetes, git, linux, ansible, terraform",От 1 года до 3 лет,Not Specified,DevOps Engineer,hh,no
17d2f6eb,DevOps-инженер в команду базовой инфраструктуры,"python, go, postgresql, redis, kafka, rabbitmq, docker, kubernetes, k8s, ci/cd, git, bash, ansible, terraform",От 3 до 6 лет,Not Specified,DevOps Engineer,hh,no
12df1ae5,DevOps-инженер,"python, mysql, docker, ci/cd, linux, bash, ansible, terraform",Более 6 лет,Not Specified,DevOps Engineer,hh,no
660ab489,Инженер по автоматизации (DevOps),"sql, postgresql, mongodb, redis, kubernetes, ci/cd, git, linux, bash, ansible",Без опыта,Not Specified,DevOps Engineer,hh,no
b74c590a,Senior DevOps Engineer,"python, go, docker, kubernetes, ci/cd, git, linux, bash, ansible, terraform",Без опыта,Not Specified,DevOps Engineer,hh,no
814c391b,Middle React Native Developer,"javascript, typescript, react, ci/cd",Без опыта,Not Specified,Frontend Developer,hh,no
6d755963,DevOps-инженер,"postgresql, docker, kubernetes, linux, bash",Более 6 лет,Not Specified,DevOps Engineer,hh,no
6443f20e,Senior DevOps Engineer,"python, postgresql, mysql, redis, docker, kubernetes, ci/cd, linux, bash, ansible, terraform",От 1 года до 3 лет,Not Specified,DevOps Engineer,hh,no
d1ab44bd,Senior Lead DevOps engineer,"python, postgresql, elasticsearch, kubernetes, k8s, linux, ansible",Более 6 лет,Not Specified,DevOps Engineer,hh,no
ff69d2db,DevOps Engineer,"python, golang, kubernetes, linux, bash, ansible, terraform",Без опыта,Not Specified,DevOps Engineer,hh,no
005e76b0,DevOps-инженер,"python, postgresql, mongodb, redis, docker, kubernetes, ci/cd, git, linux, bash, ansible, terraform",От 1 года до 3 лет,Not Specified,DevOps Engineer,hh,no
0a40d944,DevOps,"docker, kubernetes, ci/cd",От 1 года до 3 лет,Not Specified,DevOps Engineer,hh,no
14b2aa43,Full-Stack Инженер,"javascript, typescript, react, express, sql, postgresql, mysql, docker, ci/cd, git",От 1 года до 3 лет,Not Specified,Full Stack Developer,hh,no
16408aae,DevOps-инженер в Направление развития платформы и каналов коммуникаций,"python, go, kafka, rabbitmq, ci/cd, linux, bash",От 1 года до 3 лет,Высшее образование,DevOps Engineer,hh,no
ad8f4475,DevOps Engineer,"python, postgresql, mysql, redis, docker, kubernetes, ci/cd, linux, bash, ansible, terraform",Без опыта,Not Specified,DevOps Engineer,hh,no
2461bb7d,DevOps-инженер,"postgresql, mysql, mongodb, redis, kafka, rabbitmq, kubernetes, ci/cd, git, linux",От 1 года до 3 лет,Not Specified,DevOps Engineer,hh,no
665dec2c,DevOps-инженер,"python, go, postgresql, docker, kubernetes, ci/cd, linux, bash, ansible, terraform",Без опыта,Not Specified,DevOps Engineer,hh,no
4081b0b5,Senior Python Backend Engineer,"python, fastapi, django, postgresql, redis, rabbitmq, docker, ci/cd, linux",От 3 до 6 лет,Not Specified,Backend Developer,hh,no
e51ec47d,Lead Backend Developer (Java/Angular),"java, angular, spring, sql, docker, kubernetes, ci/cd",От 3 до 6 лет,Not Specified,Frontend Developer,hh,no
1f49264b,Junior DevOps Engineer (Azure),"python, javascript, typescript, php, sql, postgresql, mysql, mongodb, redis, docker, kubernetes, ci/cd, git, bash, ansible, terraform, html",Более 6 лет,Not Specified,DevOps Engineer,hh,no
ec80a793,"Java Backend Engineer / Solution Architect (AI-first, Fintech)","java, sql",От 1 года до 3 лет,Not Specified,Backend Developer,hh,no
c4e5bb99,Mobile Developer (Flutter) + UI/UX (Senior),"ci/cd, ui/ux",Без опыта,Not Specified,Mobile Developer,hh,no
a7f31567,Middle Android разработчик,"java, javascript, ci/cd",От 1 года до 3 лет,Not Specified,Mobile Developer,hh,no
8b3dd639,Mobile Developer (React Native),"typescript, react",Без опыта,Not Specified,Mobile Developer,hh,no
62fc14ae,Middle Android разработчик,"ci/cd, git",Без опыта,Not Specified,Mobile Developer,hh,no
5b6913c7,Lead C++ Software Engineer (Gameplay),"python, ci/cd",От 1 года до 3 лет,Not Specified,Backend Developer,hh,no
9e3610cd,IOS/ANDROID Разработчик,ui/ux,От 3 до 6 лет,Not Specified,Mobile Developer,hh,no
18a09a6b,Android Developer,"ci/cd, figma",От 1 года до 3 лет,Not Specified,Mobile Developer,hh,no
21eec0d6,"Android-разработчик (Java), Алматы","java, git",От 3 до 6 лет,Not Specified,Mobile Developer,hh,no
c963e978,Android-разработчик (Middle/Senior),"java, ci/cd, git",Без опыта,Not Specified,Mobile Developer,hh,no
2cc270a1,Android Development Program Trainee,java,От 1 года до 3 лет,Not Specified,Mobile Developer,hh,no
d3648e6a,Android Trainee,java,От 1 года до 3 лет,Not Specified,Mobile Developer,hh,no
ceac0d87,Full-Stack Engineer (JavaScript/PHP),"javascript, php, sql, ci/cd",От 1 года до 3 лет,Not Specified,Full Stack Developer,hh,no
f74884c7,Middle Frontend Developer (React native),"javascript, typescript, react, express, postgresql, mongodb, redis, docker, git",От 1 года до 3 лет,Not Specified,Frontend Developer,hh,no
0c80f28b,Программист Mobile Developer,"javascript, react, ci/cd, git",От 1 года до 3 лет,Not Specified,Mobile Developer,hh,no
93f96747,Android-разработчик,"java, ci/cd, git",Более 6 лет,Not Specified,Mobile Developer,hh,no
b734c1eb,Android Trainee,"java, git",Без опыта,Not Specified,Mobile Developer,hh,no
1564f340,Senior Android-разработчик,"java, ci/cd, git",Без опыта,Not Specified,Mobile Developer,hh,no
9b3cb63c,Flutter-разработчик (Mobile) / GeOnline,"ci/cd, git",От 1 года до 3 лет,Not Specified,Mobile Developer,hh,no
53ecc788,Mobile Developer (Kotlin / Android),"ci/cd, git, figma, ui/ux",Без опыта,Not Specified,Mobile Developer,hh,no
9aacebb1,Android-разработчик во Freedom Business (middle/middle+),ci/cd,Без опыта,Not Specified,Mobile Developer,hh,no
7563215b,Android Trainee,"java, git",От 1 года до 3 лет,Not Specified,Mobile Developer,hh,no
2b86d262,React-native разработчик,"javascript, typescript, react, ci/cd",От 3 до 6 лет,Not Specified,Frontend Developer,hh,no
102d3013,Mobile QA Engineer (Middle),"java, ci/cd",От 1 года до 3 лет,Not Specified,QA Engineer,hh,no
12262248,Senior React-разработчик,"javascript, typescript, react, css",От 1 года до 3 лет,Not Specified,Frontend Developer,hh,no
cf1a92ba,React Native Senior Developer,"java, react, ci/cd, html, css, jest",Без опыта,Not Specified,Frontend Developer,hh,no
4691ec69,Senior Android-разработчик,ci/cd,От 1 года до 3 лет,Not Specified,Mobile Developer,hh,no
cc05b61e,Middle PHP Backend-разработчик Krisha.kz,"go, php, mysql, mongodb, redis, docker, kubernetes, ci/cd, git, linux",Без опыта,Not Specified,Backend Developer,hh,no
bfc7b13c,DevOps разработчик,"django, postgresql, redis, docker, git",От 3 до 6 лет,Not Specified,DevOps Engineer,hh,no
d78fc179,Старший Java-разработчик / Senior Java Spring Developer,"java, spring, sql, elasticsearch, kafka, rabbitmq, docker, kubernetes, ci/cd, ml, pytorch, tensorflow",Без опыта,Not Specified,Backend Developer,hh,no
ae24871d,PHP-разработчик (Middle/Senior),"php, postgresql, mysql, docker, ci/cd, git",Без опыта,Not Specified,Backend Developer,hh,no
4e472f8a,JavaScript Trainee,"javascript, react, git, html, css",От 3 до 6 лет,Not Specified,Backend Developer,hh,no
cbd7a344,Senior Java Backend Developer,"java, go, spring, postgresql, mongodb, redis, elasticsearch, kafka, docker, kubernetes, ci/cd, git",Без опыта,Not Specified,Backend Developer,hh,no
19de3331,Java разработчик (middle+\senior),"java, spring, postgresql, redis, elasticsearch, kafka, rabbitmq, git",Без опыта,Высшее образование,Backend Developer,hh,no
9069903b,"Администратор 1С ( серверы, базы данных)","postgresql, docker, git, linux, bash",Без опыта,Not Specified,Backend Developer,hh,no
2c59d939,Data Engineer / BI Engineer,"python, sql, postgresql, kafka, rabbitmq",От 1 года до 3 лет,Not Specified,Data Engineer,hh,no
086c7e3f,Backend-разработчик,"javascript, typescript, postgresql, redis, rabbitmq, git",Более 6 лет,Высшее образование,Backend Developer,hh,no
50ec4850,Fullstack разработчик (Java/Kotlin + Angular),"java, typescript, react, angular, spring, postgresql, redis, docker, kubernetes",Без опыта,Not Specified,Mobile Developer,hh,no
5b08a88c,Junior Frontend Developer (Angular),"javascript, typescript, angular, git, css, sass, tailwind",От 1 года до 3 лет,Not Specified,Frontend Developer,hh,no
17661720,SRE/Site Reliability Engineer,"python, java, sql, postgresql, mongodb, docker, kubernetes, git, linux",Более 6 лет,Not Specified,DevOps Engineer,hh,no
a4013e09,Middle Backend Developer,"php, sql, postgresql, redis, rabbitmq, ci/cd",От 1 года до 3 лет,Not Specified,Backend Developer,hh,no
20353166,"Backend Developer (Python, Django)","python, fastapi, django, sql, postgresql, mongodb, redis, rabbitmq, docker, kubernetes, ci/cd",Более 6 лет,Not Specified,Backend Developer,hh,no
20a1127d,"Java Developer, Senior","java, spring, sql, postgresql, redis, docker, kubernetes, ci/cd",Более 6 лет,Not Specified,Backend Developer,hh,no
cda2145a,Senior/Flutter-разработчик,"fastapi, postgresql, redis, ci/cd",Более 6 лет,Not Specified,Mobile Developer,hh,no
3f57151b,Middle iOS разработчик,"ci/cd, git",От 1 года до 3 лет,Not Specified,Mobile Developer,hh,no
2d92aa68,Middle Backend Разработчик (C#),"javascript, react, sql, postgresql",От 3 до 6 лет,Not Specified,Backend Developer,hh,no
74724c0c,Senior Golang Developer (Adtech),"go, golang, sql, postgresql, mongodb, elasticsearch, rabbitmq, docker, kubernetes, ci/cd",От 3 до 6 лет,Not Specified,Backend Developer,hh,no
